Rubrica natureza;Descrição natureza receita;Categoria econômica;Origem da receita;Especie da receita;Tipo da receita;Rubrica receita;Alínea da receita;Subalínea da receita;Desdobramento nível 1;Desdobramento nível 2;Desdobramento nível 3;Finalidade da receita;Forma de ingresso;Órgão;Unidade;Organograma;Valor orçado R$;Orçado atualizado R$;Orçado deduções R$;Valor lançado mês;Valor arrecadado mês;Valor arrecadado acumulado até o mês;Orçado líquido atualizado R$;Realizado (%)
 21120101000000; Operações de Crédito Contratuais - Mercado Interno - Principal; Receitas de Capital; Operações de Crédito; Operações de Crédito - Mercado Interno; Operações de Crédito Contratuais - Mercado Interno - Principal; Operações de Crédito Contratuais - Mercado Interno; Operações de Crédito Contratuais - Mercado Interno; ; Operações de Crédito Contratuais - Mercado Interno; Operações de Crédito Contratuais - Mercado Interno; Não se aplica; Operações de Crédito Contratuais - Mercado Interno - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 5.000.000,00; R$ 5.000.000,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 5.000.000,00; 0.0
 11215004000000; Taxa de Fiscalização de Vigilância Sanitária - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxa de Fiscalização de Vigilância Sanitária - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Taxas pelo Exercício do Poder de Polícia; Taxa de Fiscalização de Vigilância Sanitária; ; Taxas pelo Exercício do Poder de Polícia; Taxa de Fiscalização de Vigilância Sanitária; Não se aplica; Taxa de Fiscalização de Vigilância Sanitária - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 11,00; R$ 11,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 11,00; 0.0
 24919901000000; Outras Transferências de Pessoas Físicas - Principal; Receitas de Capital; Transferências de Capital; Demais Transferências de Capital; Outras Transferências de Pessoas Físicas - Principal; Transferências de Pessoas Físicas; Outras Transferências de Pessoas Físicas; ; Transferências de Pessoas Físicas; Outras Transferências de Pessoas Físicas; Não se aplica; Outras Transferências de Pessoas Físicas - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 5.000,00; R$ 5.000,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 5.000,00; 0.0
 17155201000000; Transferências de Recursos de Complementaçao da União ao Fundeb - VAAR - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências de Recursos de Complementaçao da União ao Fundeb - VAAR - Principal; Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais d; Transferências de Recursos de Complementaçao da União ao Fundeb - VAAR; ; Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais d; Transferências de Recursos de Complementaçao da União ao Fundeb - VAAR; Não se aplica; Transferências de Recursos de Complementaçao da União ao Fundeb - VAAR - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 66.935,00; R$ 66.935,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 66.935,00; 0.0
 24145101000000; Transferências de Convênios da União destinadas a Programas de Educação - Principal; Receitas de Capital; Transferências de Capital; Transferências da União e de suas Entidades; Transferências de Convênios da União destinadas a Programas de Educação - Principal; Transferências de Convênios da União e de suas Entidades; Transferências de Convênios da União destinadas a Programas de Educação; ; Transferências de Convênios da União e de suas Entidades; Transferências de Convênios da União destinadas a Programas de Educação; Não se aplica; Transferências de Convênios da União destinadas a Programas de Educação - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 1.350.000,00; R$ 1.350.000,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 1.350.000,00; 0.0
 24149901000000; Outras Transferências de Convênios da União e de Suas Entidades - Principal; Receitas de Capital; Transferências de Capital; Transferências da União e de suas Entidades; Outras Transferências de Convênios da União e de Suas Entidades - Principal; Transferências de Convênios da União e de suas Entidades; Outras Transferências de Convênios da União e de Suas Entidades; ; Transferências de Convênios da União e de suas Entidades; Outras Transferências de Convênios da União e de Suas Entidades; Não se aplica; Outras Transferências de Convênios da União e de Suas Entidades - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 8.445.925,00; R$ 8.445.925,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 8.445.925,00; 0.0
 17145101000000; Transferências Diretas do FNDE referentes ao Programa Dinheiro Direto na Escola  PDDE - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências Diretas do FNDE referentes ao Programa Dinheiro Direto na Escola  PDDE - Principal; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências Diretas do FNDE referentes ao Programa Dinheiro Direto na Escola  PDDE; ; Transferências de Recursos do Fundo Nacional do Desenvolvimento da Educação  FNDE?; Transferências Diretas do FNDE referentes ao Programa Dinheiro Direto na Escola  PDDE; Não se aplica; Transferências Diretas do FNDE referentes ao Programa Dinheiro Direto na Escola  PDDE - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 1.680,00; R$ 1.680,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 1.680,00; 0.0
 17115121000000; Cota-Parte do Fundo de Participação do Municípios  Cotas Extraordinárias - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Cota-Parte do Fundo de Participação do Municípios  Cotas Extraordinárias - Principal; Transferências Decorrentes de Participação na Receita da União; Cota-Parte do Fundo de Participação dos Municípios - FPM; Cota-Parte do Fundo de Participação do Municípios  Cotas Extraordinárias; Transferências Decorrentes de Participação na Receita da União; Cota-Parte do Fundo de Participação dos Municípios - FPM; Cota-Parte do Fundo de Participação do Municípios  Cotas Extraordinárias; Cota-Parte do Fundo de Participação do Municípios  Cotas Extraordinárias - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 2.705.078,00; R$ 2.705.078,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 2.705.078,00; 0.0
 11215003000000; Taxa de Fiscalização de Vigilância Sanitária - Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxa de Fiscalização de Vigilância Sanitária - Dívida Ativa; Taxas pelo Exercício do Poder de Polícia; Taxa de Fiscalização de Vigilância Sanitária; ; Taxas pelo Exercício do Poder de Polícia; Taxa de Fiscalização de Vigilância Sanitária; Não se aplica; Taxa de Fiscalização de Vigilância Sanitária - Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 11,00; R$ 11,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 11,00; 0.0
 11215002000000; Taxa de Fiscalização de Vigilância Sanitária - Multas e Juros de Mora; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxa de Fiscalização de Vigilância Sanitária - Multas e Juros de Mora; Taxas pelo Exercício do Poder de Polícia; Taxa de Fiscalização de Vigilância Sanitária; ; Taxas pelo Exercício do Poder de Polícia; Taxa de Fiscalização de Vigilância Sanitária; Não se aplica; Taxa de Fiscalização de Vigilância Sanitária - Multas e Juros de Mora; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 11,00; R$ 11,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 11,00; 0.0
 17295101000000; Transferências de Estados destinadas à Assistência Social - Principal; Receitas Correntes; Transferências Correntes; Transferências dos Estados e do Distrito Federal e de suas Entidades; Transferências de Estados destinadas à Assistência Social - Principal; Outras Transferências dos Estados e Distrito Federal; Transferências de Estados destinadas à Assistência Social; ; Outras Transferências dos Estados e Distrito Federal; Transferências de Estados destinadas à Assistência Social; Não se aplica; Transferências de Estados destinadas à Assistência Social - Principal; Arrecadações; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; R$ 224.736,00; R$ 224.736,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 224.736,00; 0.0
 17295101000000; Transferências de Estados destinadas à Assistência Social - Principal; Receitas Correntes; Transferências Correntes; Transferências dos Estados e do Distrito Federal e de suas Entidades; Transferências de Estados destinadas à Assistência Social - Principal; Outras Transferências dos Estados e Distrito Federal; Transferências de Estados destinadas à Assistência Social; ; Outras Transferências dos Estados e Distrito Federal; Transferências de Estados destinadas à Assistência Social; Não se aplica; Transferências de Estados destinadas à Assistência Social - Principal; Arrecadações; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 43.742,32; R$ 43.742,32; R$ 0,00; 0.0
 17215301000000; Cota-Parte da Contribuição de Intervenção no Domínio Econômico - Principal; Receitas Correntes; Transferências Correntes; Transferências dos Estados e do Distrito Federal e de suas Entidades; Cota-Parte da Contribuição de Intervenção no Domínio Econômico - Principal; Participação na Receita dos Estados e Distrito Federal; Cota-Parte da Contribuição de Intervenção no Domínio Econômico; ; Participação na Receita dos Estados e Distrito Federal; Cota-Parte da Contribuição de Intervenção no Domínio Econômico; Não se aplica; Cota-Parte da Contribuição de Intervenção no Domínio Econômico - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 18.500,00; R$ 18.500,00; R$ 0,00; R$ 0,00; R$ 7.009,05; R$ 7.009,05; R$ 18.500,00; 37.89
 17215301000000; Cota-Parte da Contribuição de Intervenção no Domínio Econômico - Principal; Receitas Correntes; Transferências Correntes; Transferências dos Estados e do Distrito Federal e de suas Entidades; Cota-Parte da Contribuição de Intervenção no Domínio Econômico - Principal; Participação na Receita dos Estados e Distrito Federal; Cota-Parte da Contribuição de Intervenção no Domínio Econômico; ; Participação na Receita dos Estados e Distrito Federal; Cota-Parte da Contribuição de Intervenção no Domínio Econômico; Não se aplica; Cota-Parte da Contribuição de Intervenção no Domínio Econômico - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 5.618,69; R$ 12.627,74; R$ 0,00; 0.0
 24299901000000; Outras Transferências de Recursos dos Estados - Principal; Receitas de Capital; Transferências de Capital; Transferências dos Estados e do Distrito Federal e de suas Entidades; Outras Transferências de Recursos dos Estados - Principal; Outras Transferências de Recursos dos Estados; Outras Transferências de Recursos dos Estados; ; Outras Transferências de Recursos dos Estados; Outras Transferências de Recursos dos Estados; Não se aplica; Outras Transferências de Recursos dos Estados - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 1.600.000,00; R$ 1.600.000,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 1.600.000,00; 0.0
 22130101000000; Alienação de Bens Móveis e Semoventes - Principal; Receitas de Capital; Alienação de Bens; Alienação de Bens Móveis; Alienação de Bens Móveis e Semoventes - Principal; Alienação de Bens Móveis e Semoventes; Alienação de Bens Móveis e Semoventes; ; Alienação de Bens Móveis e Semoventes; Alienação de Bens Móveis e Semoventes; Não se aplica; Alienação de Bens Móveis e Semoventes - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 85.500,00; R$ 85.500,00; R$ 0,00; 0.0
 17179901000000; Outras Transferências de Convênios da União e de Suas Entidades - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Outras Transferências de Convênios da União e de Suas Entidades - Principal; Transferências de Convênios da União e de Suas Entidades; Outras Transferências de Convênios da União e de Suas Entidades ; ; Transferências de Convênios da União e de Suas Entidades; Outras Transferências de Convênios da União e de Suas Entidades ; Não se aplica; Outras Transferências de Convênios da União e de Suas Entidades - Principal; Arrecadações; SECRETARIA DE TURISMO; DIRETORIA DE TURISMO; SECRETARIA DE TURISMO; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 200.000,00; R$ 200.000,00; R$ 0,00; 0.0
 11210404000000; Taxa de Controle e Fiscalização Ambiental - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxa de Controle e Fiscalização Ambiental - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; ; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; Não se aplica; Taxa de Controle e Fiscalização Ambiental - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 68,00; R$ 68,00; R$ 0,00; R$ 0,00; R$ 3,67; R$ 3,67; R$ 68,00; 5.4
 11210402000000; Taxa de Controle e Fiscalização Ambiental - Multas e Juros de Mora; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxa de Controle e Fiscalização Ambiental - Multas e Juros de Mora; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; ; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; Não se aplica; Taxa de Controle e Fiscalização Ambiental - Multas e Juros de Mora; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 790,00; R$ 790,00; R$ 0,00; R$ 0,00; R$ 25,62; R$ 25,62; R$ 790,00; 3.24
 11210403000000; Taxa de Controle e Fiscalização Ambiental - Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxa de Controle e Fiscalização Ambiental - Dívida Ativa; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; ; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; Não se aplica; Taxa de Controle e Fiscalização Ambiental - Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 25,00; R$ 25,00; R$ 0,00; R$ 0,00; R$ 69,67; R$ 69,67; R$ 25,00; 278.68
 11210404000000; Taxa de Controle e Fiscalização Ambiental - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxa de Controle e Fiscalização Ambiental - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; ; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; Não se aplica; Taxa de Controle e Fiscalização Ambiental - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 23,07; R$ 26,74; R$ 0,00; 0.0
 11210403000000; Taxa de Controle e Fiscalização Ambiental - Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxa de Controle e Fiscalização Ambiental - Dívida Ativa; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; ; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; Não se aplica; Taxa de Controle e Fiscalização Ambiental - Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 203,25; R$ 272,92; R$ 0,00; 0.0
 11210402000000; Taxa de Controle e Fiscalização Ambiental - Multas e Juros de Mora; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxa de Controle e Fiscalização Ambiental - Multas e Juros de Mora; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; ; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; Não se aplica; Taxa de Controle e Fiscalização Ambiental - Multas e Juros de Mora; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 4,31; R$ 29,93; R$ 0,00; 0.0
 11210403000000; Taxa de Controle e Fiscalização Ambiental - Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxa de Controle e Fiscalização Ambiental - Dívida Ativa; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; ; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; Não se aplica; Taxa de Controle e Fiscalização Ambiental - Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 69,19; R$ 342,11; R$ 0,00; 0.0
 11210404000000; Taxa de Controle e Fiscalização Ambiental - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxa de Controle e Fiscalização Ambiental - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; ; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; Não se aplica; Taxa de Controle e Fiscalização Ambiental - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 8,31; R$ 35,05; R$ 0,00; 0.0
 11220102000000; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; ; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; Não se aplica; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 45.686,00; R$ 45.686,00; R$ 0,00; R$ 0,00; R$ 245,05; R$ 245,05; R$ 45.686,00; 0.54
 11220102000000; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; ; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; Não se aplica; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 28,69; R$ 691,34; R$ 0,00; 0.0
 11220102000000; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; ; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; Não se aplica; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 43,52; R$ 288,57; R$ 0,00; 0.0
 11220102000000; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; ; Taxas pela Prestação de Serviços; Taxas pela Prestação de Serviços; Não se aplica; Taxas pela Prestação de Serviços em Geral - Multas e Juros de Mora; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 374,08; R$ 662,65; R$ 0,00; 0.0
 11210401000000; Taxa de Controle e Fiscalização Ambiental - Principal; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxa de Controle e Fiscalização Ambiental - Principal; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; ; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; Não se aplica; Taxa de Controle e Fiscalização Ambiental - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 14.342,00; R$ 14.342,00; R$ 0,00; R$ 0,00; R$ 17.304,35; R$ 17.304,35; R$ 14.342,00; 120.66
 11210401000000; Taxa de Controle e Fiscalização Ambiental - Principal; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxa de Controle e Fiscalização Ambiental - Principal; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; ; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; Não se aplica; Taxa de Controle e Fiscalização Ambiental - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 17.203,66; R$ 34.508,01; R$ 0,00; 0.0
 11210401000000; Taxa de Controle e Fiscalização Ambiental - Principal; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxa de Controle e Fiscalização Ambiental - Principal; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; ; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; Não se aplica; Taxa de Controle e Fiscalização Ambiental - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 14.266,14; R$ 59.828,16; R$ 0,00; 0.0
 11210401000000; Taxa de Controle e Fiscalização Ambiental - Principal; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxa de Controle e Fiscalização Ambiental - Principal; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; ; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; Não se aplica; Taxa de Controle e Fiscalização Ambiental - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 342,80; R$ 60.170,96; R$ 0,00; 0.0
 11210401000000; Taxa de Controle e Fiscalização Ambiental - Principal; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxa de Controle e Fiscalização Ambiental - Principal; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; ; Taxas pelo Exercício do Poder de Polícia; Taxa de Controle e Fiscalização Ambiental; Não se aplica; Taxa de Controle e Fiscalização Ambiental - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; R$ 0,00; R$ 0,00; R$ 0,00; R$ 0,00; R$ 11.054,01; R$ 45.562,02; R$ 0,00; 0.0
