id_receita;Rubrica natureza;Descrição natureza receita;Categoria econômica;Origem da receita;Especie da receita;Tipo da receita;Rubrica receita;Alínea da receita;Subalínea da receita;Desdobramento nível 1;Desdobramento nível 2;Desdobramento nível 3;Finalidade da receita;Forma de ingresso;rel_orgao;Unidade;Organograma;Valor orçado R$;Orçado atualizado R$;Orçado deduções R$;Valor lançado mês;Valor arrecadado mês;Valor arrecadado acumulado até o mês;Orçado líquido atualizado R$;Realizado (%);ano
2498;1,72E+13; Transferências de Recursos de Complementação da União ao Fundeb  VAAT - Principal; Receitas Correntes; Transferências Correntes; Transferências da União e de suas Entidades; Transferências de Recursos de Complementação da União ao Fundeb  VAAT - Principal; Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais d; Transferências de Recursos de Complementação da União ao Fundeb  VAAT; ; Transferências de Recursos de Complementação da União ao Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais d; Transferências de Recursos de Complementação da União ao Fundeb  VAAT; Não se aplica; Transferências de Recursos de Complementação da União ao Fundeb  VAAT - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 103.425,93;R$ 365.968,65;R$ 0,00;0.0;2026
2499;1,12E+13; TPP - Tx Corpo de Bombeiros; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas de Inspeção; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; ; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; Não se aplica; TPP - Tx Corpo de Bombeiros; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 129.944,00;R$ 129.944,00;R$ 0,00;R$ 0,00;R$ 11.824,54;R$ 11.824,54;R$ 129.944,00;9.1;2026
2500;1,12E+13; TPP - Tx Corpo de Bombeiros; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas de Inspeção; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; ; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; Não se aplica; TPP - Tx Corpo de Bombeiros; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.798,72;R$ 18.623,26;R$ 0,00;0.0;2026
2501;1,12E+13; TPP - Tx Corpo de Bombeiros; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas de Inspeção; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; ; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; Não se aplica; TPP - Tx Corpo de Bombeiros; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 9.837,35;R$ 28.460,61;R$ 0,00;0.0;2026
2502;1,12E+13; TPP - Tx Corpo de Bombeiros; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; Taxas de Inspeção; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; ; Taxas pelo Exercício do Poder de Polícia; Taxas de Inspeção, Controle e Fiscalização; Não se aplica; TPP - Tx Corpo de Bombeiros; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 6.733,25;R$ 35.193,86;R$ 0,00;0.0;2026
2503;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 537.672,00;R$ 537.672,00;R$ 0,00;R$ 0,00;R$ 15.831,49;R$ 15.831,49;R$ 537.672,00;-12.04;2026
2504;1,12E+13; TPS Limpeza Pública e Manejo de Resíduos Sólidos - Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; TPS Limpeza Pública e Manejo de Resíduos Sólidos - Dívida Ativa; Taxas pela Prestação de Serviços; TPS Limpeza Pública e Manejo de Resíduos Sólidos; ; Taxas pela Prestação de Serviços; TPS Limpeza Pública e Manejo de Resíduos Sólidos; Não se aplica; TPS Limpeza Pública e Manejo de Resíduos Sólidos - Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 196.892,00;R$ 196.892,00;R$ 0,00;R$ 0,00;R$ 44.718,38;R$ 44.718,38;R$ 196.892,00;22.69;2026
2505;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 1.526.115,00;R$ 1.526.115,00;R$ 0,00;R$ 0,00;R$ 149.031,23;R$ 149.031,23;R$ 1.526.115,00;9.76;2026
2506;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 6.416.621,00;R$ 6.416.621,00;R$ 0,00;R$ 0,00;R$ 2.898.021,12;R$ 2.898.021,12;R$ 6.416.621,00;0.4;2026
2507;1,12E+13; TPS Limpeza Pública e Manejo de Resíduos Sólidos - DA Multas e Juros; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; TPS Limpeza Pública e Manejo de Resíduos Sólidos - DA Multas e Juros; Taxas pela Prestação de Serviços; TPS Limpeza Pública e Manejo de Resíduos Sólidos; ; Taxas pela Prestação de Serviços; TPS Limpeza Pública e Manejo de Resíduos Sólidos; Não se aplica; TPS Limpeza Pública e Manejo de Resíduos Sólidos - DA Multas e Juros; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 78.451,00;R$ 78.451,00;R$ 0,00;R$ 0,00;R$ 4.426,99;R$ 4.426,99;R$ 78.451,00;-13.44;2026
2508;2,00E+13; Ônus de Sucumbência - Principal; Receitas Correntes; Outras Receitas Correntes; Demais Receitas Correntes; Ônus de Sucumbência - Principal; Outras Receitas Correntes; Encargos Legais pela Inscrição em Dívida Ativa e Receitas de Ônus de Sucumbência; Ônus de Sucumbência; Outras Receitas Correntes; Encargos Legais pela Inscrição em Dívida Ativa e Receitas de Ônus de Sucumbência; Ônus de Sucumbência; Ônus de Sucumbência - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 217.021,00;R$ 217.021,00;R$ 0,00;R$ 0,00;R$ 13.437,63;R$ 13.437,63;R$ 217.021,00;6.19;2026
2509;2,00E+13; Ônus de Sucumbência - Principal; Receitas Correntes; Outras Receitas Correntes; Demais Receitas Correntes; Ônus de Sucumbência - Principal; Outras Receitas Correntes; Encargos Legais pela Inscrição em Dívida Ativa e Receitas de Ônus de Sucumbência; Ônus de Sucumbência; Outras Receitas Correntes; Encargos Legais pela Inscrição em Dívida Ativa e Receitas de Ônus de Sucumbência; Ônus de Sucumbência; Ônus de Sucumbência - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 21.836,10;R$ 35.273,73;R$ 0,00;0.0;2026
2510;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 2.412.214,50;R$ 5.310.235,62;R$ 0,00;0.0;2026
2511;1,12E+13; TPS Limpeza Pública e Manejo de Resíduos Sólidos - DA Multas e Juros; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; TPS Limpeza Pública e Manejo de Resíduos Sólidos - DA Multas e Juros; Taxas pela Prestação de Serviços; TPS Limpeza Pública e Manejo de Resíduos Sólidos; ; Taxas pela Prestação de Serviços; TPS Limpeza Pública e Manejo de Resíduos Sólidos; Não se aplica; TPS Limpeza Pública e Manejo de Resíduos Sólidos - DA Multas e Juros; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 4.595,88;R$ 9.022,87;R$ 0,00;0.0;2026
2512;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 13.365,14;R$ 29.196,63;R$ 0,00;0.0;2026
2513;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 170.918,42;R$ 319.949,65;R$ 0,00;0.0;2026
2514;1,12E+13; TPS Limpeza Pública e Manejo de Resíduos Sólidos - Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; TPS Limpeza Pública e Manejo de Resíduos Sólidos - Dívida Ativa; Taxas pela Prestação de Serviços; TPS Limpeza Pública e Manejo de Resíduos Sólidos; ; Taxas pela Prestação de Serviços; TPS Limpeza Pública e Manejo de Resíduos Sólidos; Não se aplica; TPS Limpeza Pública e Manejo de Resíduos Sólidos - Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 62.780,57;R$ 107.498,95;R$ 0,00;0.0;2026
2515;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa - Multas e Juros de Mora da Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 24.656,56;R$ 53.853,19;R$ 0,00;0.0;2026
2516;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 180.824,11;R$ 5.491.059,73;R$ 0,00;0.0;2026
2517;1,12E+13; TPS Limpeza Pública e Manejo de Resíduos Sólidos - Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; TPS Limpeza Pública e Manejo de Resíduos Sólidos - Dívida Ativa; Taxas pela Prestação de Serviços; TPS Limpeza Pública e Manejo de Resíduos Sólidos; ; Taxas pela Prestação de Serviços; TPS Limpeza Pública e Manejo de Resíduos Sólidos; Não se aplica; TPS Limpeza Pública e Manejo de Resíduos Sólidos - Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 46.160,79;R$ 153.659,74;R$ 0,00;0.0;2026
2518;1,12E+13; TPS Limpeza Pública e Manejo de Resíduos Sólidos - DA Multas e Juros; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Taxas; TPS Limpeza Pública e Manejo de Resíduos Sólidos - DA Multas e Juros; Taxas pela Prestação de Serviços; TPS Limpeza Pública e Manejo de Resíduos Sólidos; ; Taxas pela Prestação de Serviços; TPS Limpeza Pública e Manejo de Resíduos Sólidos; Não se aplica; TPS Limpeza Pública e Manejo de Resíduos Sólidos - DA Multas e Juros; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 7.811,35;R$ 16.834,22;R$ 0,00;0.0;2026
2519;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 132.472,78;R$ 452.422,43;R$ 0,00;0.0;2026
2520;2,00E+13; Ônus de Sucumbência - Principal; Receitas Correntes; Outras Receitas Correntes; Demais Receitas Correntes; Ônus de Sucumbência - Principal; Outras Receitas Correntes; Encargos Legais pela Inscrição em Dívida Ativa e Receitas de Ônus de Sucumbência; Ônus de Sucumbência; Outras Receitas Correntes; Encargos Legais pela Inscrição em Dívida Ativa e Receitas de Ônus de Sucumbência; Ônus de Sucumbência; Ônus de Sucumbência - Principal; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 18.376,04;R$ 53.649,77;R$ 0,00;0.0;2026
2521;1,11E+13; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Receitas Correntes; Impostos, Taxas e Contribuições de Melhoria; Impostos; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; ; Impostos sobre o Patrimônio; Imposto sobre a Propriedade Predial e Territorial Urbana; Não se aplica; Imposto sobre a Propriedade Predial e Territorial Urbana - Dívida Ativa; Arrecadações; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 113.139,39;R$ 565.561,82;R$ 0,00;0.0;2026
