rel_entidade;nome_do_programa;funcao;descricao_programa;c�digo_da_despesa;valor_or�ado_despesa;valor_atualizado_despesa;empenhado_atualizado_da_despesa;liquido_atualizado_da_despesa;valor_pago_atualizado_despesa
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saneamento é Saúde; Saneamento; Ampliação da Rede de Abastecimento de Água;60;R$ 500,00;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saneamento é Saúde; Saneamento; Ampliação da Rede de Abastecimento de Água;61;R$ 100,00;R$ 100,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Programa de Alimentação Escolar;62;R$ 178.806,00;R$ 178.806,00;R$ 70.381,88;R$ 70.381,88;R$ 70.381,88
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Programa de Alimentação Escolar;63;R$ 5.000,00;R$ 5.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Programa de Alimentação Escolar;64;R$ 380.000,00;R$ 380.000,00;R$ 68.664,61;R$ 68.664,61;R$ 68.664,61
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Fundamental;65;R$ 5.000,00;R$ 5.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Fundamental;66;R$ 200.000,00;R$ 200.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Fundamental;67;R$ 275.000,00;R$ 275.000,00;R$ 266.081,11;R$ 265.306,48;R$ 265.306,48
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Equipamento p/Escolas do Ensino Fundamental;68;R$ 35.000,00;R$ 35.000,00;R$ 4.186,80;R$ 4.186,80;R$ 4.186,80
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Aquisição de Veículos p/Educação;69;R$ 100.000,00;R$ 100.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Aquisição de Veículos p/Educação;70;R$ 50.000,00;R$ 50.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção da Secretaria de Educação;71;R$ 655.000,00;R$ 655.000,00;R$ 635.963,19;R$ 635.963,19;R$ 626.727,10
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção da Secretaria de Educação;72;R$ 20.000,00;R$ 20.000,00;R$ 5.039,50;R$ 5.039,50;R$ 4.307,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção da Secretaria de Educação;73;R$ 6.500,00;R$ 6.500,00;R$ 5.481,00;R$ 5.481,00;R$ 5.481,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;74;R$ 395.000,00;R$ 705.000,00;R$ 626.213,51;R$ 626.213,51;R$ 610.000,79
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;75;R$ 800.000,00;R$ 920.000,00;R$ 768.177,15;R$ 768.177,15;R$ 768.177,15
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;76;R$ 3.380.000,00;R$ 3.380.000,00;R$ 3.119.298,68;R$ 3.119.298,68;R$ 3.076.608,06
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;77;R$ 760,00;R$ 760,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;78;R$ 44.157,00;R$ 44.157,00;R$ 2.200,50;R$ 2.200,50;R$ 2.200,50
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;79;R$ 208.125,00;R$ 208.125,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;80;R$ 450.000,00;R$ 330.000,00;R$ 162.035,32;R$ 162.035,32;R$ 155.914,07
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;81;R$ 810.550,00;R$ 706.690,61;R$ 262.478,55;R$ 262.478,55;R$ 251.694,88
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;82;R$ 20.000,00;R$ 20.000,00;R$ 16.127,69;R$ 6.893,00;R$ 2.660,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Fundamental;83;R$ 10.000,00;R$ 113.859,39;R$ 2.240,00;R$ 2.240,00;R$ 2.240,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Auxílio a Estudantes do Ensino Médio;84;R$ 14.500,00;R$ 14.500,00;R$ 380,00;R$ 380,00;R$ 380,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Auxílio a Estudantes do Ensino Superior;85;R$ 52.000,00;R$ 52.000,00;R$ 11.000,00;R$ 11.000,00;R$ 11.000,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Auxílio a Estudantes do Ensino Superior;86;R$ 100,00;R$ 100,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Infantil;87;R$ 25.000,00;R$ 25.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Infantil;88;R$ 250.000,00;R$ 250.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Infantil;89;R$ 150.000,00;R$ 150.000,00;R$ 4.695,00;R$ 4.695,00;R$ 4.695,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Equipamento p/Escolas do Ensino Infantil;90;R$ 100.000,00;R$ 100.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Equipamento p/Escolas do Ensino Infantil;91;R$ 50.000,00;R$ 50.000,00;R$ 2.511,00;R$ 2.511,00;R$ 2.511,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Manutenção do Ensino Infantil;92;R$ 1.500.000,00;R$ 1.790.000,00;R$ 1.551.535,51;R$ 1.551.535,51;R$ 1.533.186,04
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Apoio ao Desenvolvimento Industrial e Comercial; Indústria; Parque Industrial;103;R$ 312.500,00;R$ 312.500,00;R$ 50.000,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Esporte Cidadão; Desporto e Lazer; Promoção do Esporte Amador;133;R$ 2.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Esporte Cidadão; Desporto e Lazer; Promoção do Esporte Amador;134;R$ 150.000,00;R$ 180.000,00;R$ 179.166,82;R$ 179.166,82;R$ 175.074,13
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Reserva de Contingência; Reserva de Contingência; Reserva de Contingência;135;R$ 10.500,00;R$ 10.500,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;136;R$ 0,00;R$ 57,76;R$ 57,76;R$ 57,76;R$ 57,76
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Serviços de Utilidade Pública; Urbanismo; Manutenção da Rede de Iluminação Pública;137;R$ 0,00;R$ 361.191,16;R$ 361.191,16;R$ 361.191,16;R$ 361.191,16
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Segurança ao Alcance de Todos; Segurança Pública; Manutenção Corpo de Bombeiros;138;R$ 0,00;R$ 7.648,05;R$ 7.619,34;R$ 7.619,34;R$ 7.619,34
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;143;R$ 0,00;R$ 2.881,40;R$ 2.881,40;R$ 2.881,40;R$ 2.881,40
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Programa de Atendimento Integral à Família  - PAIF;144;R$ 0,00;R$ 29.356,51;R$ 29.356,51;R$ 29.356,51;R$ 28.764,88
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Serviços de Convivência e Fortalecimento de Vínculos;145;R$ 0,00;R$ 22.234,15;R$ 21.238,98;R$ 21.238,98;R$ 20.905,65
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;4;R$ 1.200.000,00;R$ 1.200.000,00;R$ 1.126.757,09;R$ 1.126.757,09;R$ 1.053.389,99
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;5;R$ 60.000,00;R$ 60.000,00;R$ 58.594,17;R$ 58.594,17;R$ 58.594,17
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;6;R$ 1.148.000,00;R$ 1.148.000,00;R$ 1.125.108,29;R$ 1.125.108,29;R$ 999.149,14
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;7;R$ 5.000,00;R$ 5.000,00;R$ 3.565,70;R$ 3.565,70;R$ 3.565,70
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Segurança ao Alcance de Todos; Segurança Pública; Convênio Manutenção Rádio Patrulha;8;R$ 20.000,00;R$ 20.000,00;R$ 17.862,64;R$ 17.862,64;R$ 17.862,64
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Segurança ao Alcance de Todos; Segurança Pública; Mantenção Corpo de Bombeiros;9;R$ 20.000,00;R$ 35.000,00;R$ 27.063,79;R$ 27.063,79;R$ 21.479,49
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Segurança ao Alcance de Todos; Segurança Pública; Mantenção Corpo de Bombeiros;10;R$ 20.000,00;R$ 5.000,00;R$ 2.270,00;R$ 2.270,00;R$ 2.270,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Amortização da Dívida Interna;11;R$ 2.000,00;R$ 2.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Amortização da Dívida Interna;12;R$ 560.000,00;R$ 560.000,00;R$ 258.948,72;R$ 258.948,72;R$ 258.948,72
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Encargos Gerais da Prefeitura;13;R$ 1.000,00;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Encargos Especiais; Encargos Especiais; Encargos Gerais da Prefeitura;14;R$ 250.000,00;R$ 250.000,00;R$ 217.904,16;R$ 217.904,16;R$ 214.347,28
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saneamento é Saúde; Saneamento; Implantação do Esgotamento Sanitário;25;R$ 500.000,00;R$ 500.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saneamento é Saúde; Saneamento; Implantação do Esgotamento Sanitário;26;R$ 500,00;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Abertura e Pavimentação de Rodovia Municipais;27;R$ 500,00;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Abertura e Pavimentação de Rodovia Municipais;28;R$ 300.000,00;R$ 300.000,00;R$ 160.096,55;R$ 160.096,55;R$ 120.696,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Abertura e Pavimentação de Rodovia Municipais;29;R$ 10.000,00;R$ 90.000,00;R$ 24.084,73;R$ 24.084,73;R$ 24.084,73
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Aquisição de Equipamentos Rodoviários;30;R$ 100.000,00;R$ 153.000,00;R$ 152.950,00;R$ 152.950,00;R$ 152.950,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Aquisição de Equipamentos Rodoviários;31;R$ 500,00;R$ 27.000,00;R$ 27.000,00;R$ 27.000,00;R$ 27.000,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;32;R$ 850.000,00;R$ 850.000,00;R$ 776.868,74;R$ 776.868,74;R$ 730.876,07
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;33;R$ 2.489,00;R$ 19.179,18;R$ 18.436,14;R$ 18.436,14;R$ 13.436,14
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;34;R$ 94.439,00;R$ 94.439,00;R$ 55.156,36;R$ 55.156,36;R$ 49.216,57
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;35;R$ 409,00;R$ 409,00;R$ 26,96;R$ 26,96;R$ 26,96
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;36;R$ 564.000,00;R$ 564.000,00;R$ 445.692,62;R$ 445.692,62;R$ 372.753,90
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;37;R$ 1.000,00;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Segurança Pública; Sinalização e Fiscalização de Trânsito;38;R$ 54.299,00;R$ 54.299,00;R$ 34.799,35;R$ 25.812,40;R$ 23.913,65
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Segurança Pública; Sinalização e Fiscalização de Trânsito;39;R$ 50.421,00;R$ 50.421,00;R$ 10.289,75;R$ 10.289,75;R$ 10.289,75
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Benefícios Eventuais à Pessoas em Situação de Vulnerabilidade;103;R$ 40.000,00;R$ 40.000,00;R$ 38.551,42;R$ 38.551,42;R$ 38.088,42
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Serviços de Convivência e Fortalecimento de Vínculos;104;R$ 32.400,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Serviços de Convivência e Fortalecimento de Vínculos;106;R$ 1.600,00;R$ 3.600,00;R$ 648,00;R$ 648,00;R$ 648,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Programa de Atendimento Integral à Família  - PAIF;107;R$ 28.000,00;R$ 23.880,00;R$ 22.880,00;R$ 22.880,00;R$ 21.440,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;32;R$ 1.000,00;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Segurança Pública; Sinalização e Fiscalização de Trânsito;33;R$ 1.000,00;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Segurança Pública; Sinalização e Fiscalização de Trânsito;34;R$ 1.000,00;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Segurança Pública; Sinalização e Fiscalização de Trânsito;37;R$ 44.438,00;R$ 94.438,00;R$ 58.538,88;R$ 58.538,88;R$ 50.719,18
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Pavimentação de Vias Urbanas;38;R$ 1.600.000,00;R$ 1.600.000,00;R$ 523.280,59;R$ 523.280,59;R$ 1.433,76
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Pavimentação de Vias Urbanas;39;R$ 100.000,00;R$ 100.000,00;R$ 100.000,00;R$ 100.000,00;R$ 82.222,22
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Pavimentação de Vias Urbanas;40;R$ 280.000,00;R$ 366.863,71;R$ 322.139,96;R$ 322.139,96;R$ 195.334,92
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Urbanismo; Conservação e Limpeza de Vias e Logradouros Públicos;41;R$ 418.000,00;R$ 449.000,00;R$ 448.910,06;R$ 448.910,06;R$ 442.968,21
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Programa de Alimentação Escolar;49;R$ 139.820,00;R$ 154.836,00;R$ 153.186,40;R$ 153.186,40;R$ 153.186,40
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Ensino para Todos; Educação; Ampl. e Reforma da Rede Física do Ensino Fundamental;50;R$ 5.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Superior; Administração; Manutenção do Gabinete do Prefeito;1;R$ 510.000,00;R$ 500.000,00;R$ 439.388,23;R$ 439.388,23;R$ 432.857,98
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Superior; Administração; Manutenção do Gabinete do Prefeito;2;R$ 44.000,00;R$ 44.000,00;R$ 40.364,50;R$ 40.364,50;R$ 37.834,73
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Superior; Administração; Manutenção do Gabinete do Prefeito;3;R$ 2.000,00;R$ 15.000,00;R$ 7.299,00;R$ 7.299,00;R$ 7.299,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;4;R$ 1.683.053,00;R$ 1.583.053,00;R$ 1.422.654,77;R$ 1.422.654,77;R$ 1.405.692,90
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;5;R$ 68.000,00;R$ 68.000,00;R$ 59.585,14;R$ 59.585,14;R$ 59.585,14
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Geral; Administração; Manutenção da Secretaria de Administração e Finanças;6;R$ 1.400.000,00;R$ 1.681.800,00;R$ 1.626.586,72;R$ 1.626.448,12;R$ 1.529.495,38
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Financeira; Administração; Manutenção da Secretaria de Arrecadação Municipal;16;R$ 530.000,00;R$ 565.000,00;R$ 535.179,11;R$ 535.179,11;R$ 529.267,73
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Financeira; Administração; Manutenção da Secretaria de Arrecadação Municipal;17;R$ 30.000,00;R$ 45.000,00;R$ 44.263,23;R$ 44.263,23;R$ 40.113,23
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Financeira; Administração; Manutenção da Secretaria de Arrecadação Municipal;18;R$ 3.075,00;R$ 3.075,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Administração Financeira; Administração; Manutenção da Secretaria de Arrecadação Municipal;19;R$ 5.000,00;R$ 5.000,00;R$ 2.925,60;R$ 2.925,60;R$ 2.925,60
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Planejamento Urbano e Rodoviário; Administração; Manutenção da Secretaria de Obras e Serviços Urbanos;20;R$ 190.000,00;R$ 190.000,00;R$ 138.284,87;R$ 138.284,87;R$ 136.113,75
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Planejamento Urbano e Rodoviário; Administração; Manutenção da Secretaria de Obras e Serviços Urbanos;21;R$ 45.000,00;R$ 45.000,00;R$ 35.945,79;R$ 35.945,79;R$ 32.262,89
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Planejamento Urbano e Rodoviário; Administração; Manutenção da Secretaria de Obras e Serviços Urbanos;22;R$ 2.000,00;R$ 2.000,00;R$ 1.859,00;R$ 1.859,00;R$ 1.689,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saneamento é Saúde; Saneamento; Ampliação da Rede de Esgoto Pluvial;23;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saneamento é Saúde; Saneamento; Ampliação da Rede de Esgoto Pluvial;24;R$ 100.000,00;R$ 100.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saneamento é Saúde; Saneamento; Ampliação da Rede de Esgoto Pluvial;25;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saneamento é Saúde; Saneamento; Implantação do Esgotamento Sanitário;26;R$ 500.000,00;R$ 500.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Saneamento é Saúde; Saneamento; Implantação do Esgotamento Sanitário;27;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Abertura e Pavimentação de Rodovia Municipais;28;R$ 1.000,00;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Abertura e Pavimentação de Rodovia Municipais;29;R$ 375.000,00;R$ 375.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Abertura e Pavimentação de Rodovia Municipais;30;R$ 250.000,00;R$ 250.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Abertura e Pavimentação de Rodovia Municipais;31;R$ 20.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Aquisição de Equipamentos Rodoviários;32;R$ 150.000,00;R$ 150.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Aquisição de Equipamentos Rodoviários;33;R$ 25.000,00;R$ 25.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Aquisição de Equipamentos Rodoviários;34;R$ 50.000,00;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;35;R$ 848.000,00;R$ 918.000,00;R$ 876.924,87;R$ 876.924,87;R$ 865.901,20
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;36;R$ 28.476,00;R$ 31.476,00;R$ 22.315,86;R$ 22.315,86;R$ 22.315,86
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;37;R$ 64.655,00;R$ 154.655,00;R$ 151.192,88;R$ 151.192,88;R$ 134.822,86
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;38;R$ 3.708,00;R$ 3.708,00;R$ 4,32;R$ 4,32;R$ 4,32
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;39;R$ 450.000,00;R$ 490.000,00;R$ 463.069,82;R$ 459.071,42;R$ 428.747,98
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Estradas Municipais; Transporte; Conservação de Estradas Municipais;40;R$ 10.000,00;R$ 10.000,00;R$ 2.435,00;R$ 2.435,00;R$ 2.435,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Segurança Pública; Sinalização e Fiscalização de Trânsito;41;R$ 1.000,00;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Segurança Pública; Sinalização e Fiscalização de Trânsito;42;R$ 1.000,00;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Segurança Pública; Sinalização e Fiscalização de Trânsito;46;R$ 1.000,00;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Vias Urbanas; Segurança Pública; Sinalização e Fiscalização de Trânsito;47;R$ 1.000,00;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Programa de Atendimento Integral à Família  - PAIF;102;R$ 1.000,00;R$ 4.000,00;R$ 1.588,85;R$ 1.588,85;R$ 1.449,05
PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA; Proteção Social Básica; Assistência Social; Programa de Atendimento Integral à Família  - PAIF;103;R$ 4.000,00;R$ 4.000,00;R$ 1.990,00;R$ 1.990,00;R$ 1.990,00
