data;numero_empenho;rel_orgao;detalhamento_do_elemento;descricao;valor_empenhado;valor_liquido;valor_pago
 25/03/2026;100; CÂMARA MUNICIPAL DE VEREADORES; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 3/2026;R$ 20.131,47;R$ 20.131,47;R$ 0,00
 25/03/2026;99; CÂMARA MUNICIPAL DE VEREADORES; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 3/2026;R$ 3.184,57;R$ 3.184,57;R$ 3.184,57
 25/03/2026;98; CÂMARA MUNICIPAL DE VEREADORES; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 3/2026;R$ 61.165,06;R$ 61.165,06;R$ 61.165,06
 25/03/2026;97; CÂMARA MUNICIPAL DE VEREADORES; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 3/2026;R$ 55.132,38;R$ 55.132,38;R$ 55.132,38
 09/03/2026;73; CÂMARA MUNICIPAL DE VEREADORES; Obrigações Patronais; PELA DESPESA EMPENHA REF, INSS 02/2024 DO  DIFERENÇA DO PATRONAL  PAGA A MENOR PELO MOTIVA DA EXONERAÇÃO DA FOLHA DA EPOCA;R$ 10.544,36;R$ 10.544,36;R$ 10.544,36
 05/03/2026;267; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO_COMPLEMENTAR 2/2026;R$ 820,41; -; -
 05/03/2026;266; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO_COMPLEMENTAR 2/2026;R$ 584,46; -; -
 05/03/2026;268; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO_COMPLEMENTAR 2/2026;R$ 239,73;R$ 239,73;R$ 239,73
 27/02/2026;245; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 2/2026;R$ 36,24;R$ 36,24;R$ 36,24
 27/02/2026;248; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 2/2026;R$ 1.472,24;R$ 1.472,24;R$ 1.472,24
 27/02/2026;242; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 2/2026;R$ 2.984,40;R$ 2.984,40;R$ 2.984,40
 27/02/2026;244; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 2/2026;R$ 10.576,98;R$ 10.576,98;R$ 10.576,98
 27/02/2026;246; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 2/2026;R$ 22,52;R$ 22,52;R$ 22,52
 27/02/2026;247; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 2/2026;R$ 1.998,89;R$ 1.998,89;R$ 1.998,89
 27/02/2026;243; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 2/2026;R$ 509,15;R$ 509,15;R$ 509,15
 27/02/2026;1134; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 2/2026;R$ 1.409,09;R$ 1.409,09;R$ 1.409,09
 27/02/2026;1135; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 2/2026;R$ 10.065,42;R$ 10.065,42;R$ 10.065,42
 27/02/2026;1133; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 2/2026;R$ 246,74;R$ 246,74;R$ 246,74
 27/02/2026;1136; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 2/2026;R$ 1.844,73;R$ 1.844,73;R$ 1.844,73
 27/02/2026;1130; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 2/2026;R$ 425,68;R$ 425,68;R$ 425,68
 27/02/2026;1132; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 2/2026;R$ 6.200,12;R$ 6.200,12;R$ 6.200,12
 27/02/2026;1128; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 2/2026;R$ 356,35;R$ 356,35;R$ 356,35
 27/02/2026;1129; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 2/2026;R$ 763,03;R$ 763,03;R$ 763,03
 27/02/2026;1131; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 2/2026;R$ 2.253,96;R$ 2.253,96;R$ 2.253,96
 27/02/2026;1139; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 2/2026;R$ 240,40;R$ 240,40;R$ 240,40
 27/02/2026;1138; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 2/2026;R$ 1.711,90;R$ 1.711,90;R$ 1.711,90
 27/02/2026;1137; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL_COMPLEMENTAR 2/2026;R$ 314,72;R$ 314,72;R$ 314,72
 26/02/2026;225; FUNDO MUNICIPAL DE SAUDE; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 126,90;R$ 126,90;R$ 126,90
 26/02/2026;213; FUNDO MUNICIPAL DE SAUDE; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 480,24; -; -
 26/02/2026;221; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 5.633,97;R$ 5.633,97;R$ 5.633,97
 26/02/2026;219; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 65.847,62;R$ 65.847,62;R$ 65.847,62
 26/02/2026;220; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 48.477,68;R$ 48.477,68;R$ 48.477,68
 26/02/2026;227; FUNDO MUNICIPAL DE SAUDE; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 1.054,03;R$ 1.054,03;R$ 1.054,03
 26/02/2026;226; FUNDO MUNICIPAL DE SAUDE; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 7.980,94;R$ 7.980,94;R$ 7.980,94
 26/02/2026;224; FUNDO MUNICIPAL DE SAUDE; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 6.274,13;R$ 6.274,13;R$ 6.274,13
 26/02/2026;232; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 2/2026;R$ 3.415,38;R$ 3.415,38;R$ 3.415,38
 26/02/2026;228; FUNDO MUNICIPAL DE SAUDE; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 28.018,22;R$ 28.018,22;R$ 28.018,22
 26/02/2026;210; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 20.163,84;R$ 20.163,84;R$ 20.163,84
 26/02/2026;214; FUNDO MUNICIPAL DE SAUDE; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 38.538,79;R$ 38.538,79;R$ 38.538,79
 26/02/2026;211; FUNDO MUNICIPAL DE SAUDE; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 121.163,82;R$ 121.163,82;R$ 121.163,82
 26/02/2026;216; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 2/2026;R$ 58.395,14;R$ 58.395,14;R$ 58.395,14
 26/02/2026;231; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 2/2026;R$ 20.115,13;R$ 20.115,13;R$ 20.115,13
 26/02/2026;233; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 2/2026;R$ 4.053,79;R$ 0,00;R$ 0,00
 26/02/2026;209; FUNDO MUNICIPAL DE SAUDE; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 456.264,25;R$ 456.264,25;R$ 456.264,25
 26/02/2026;217; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 2/2026;R$ 9.962,61;R$ 0,00;R$ 0,00
 26/02/2026;218; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 24.722,66;R$ 24.722,66;R$ 24.722,66
 26/02/2026;206; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 77.205,19;R$ 77.205,19;R$ 77.205,19
 26/02/2026;222; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 961,19;R$ 961,19;R$ 961,19
 26/02/2026;229; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 240,62;R$ 240,62;R$ 240,62
 26/02/2026;223; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 1.797,16;R$ 1.797,16;R$ 1.797,16
 26/02/2026;207; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 12.254,81;R$ 12.254,81;R$ 12.254,81
 26/02/2026;230; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 384,87;R$ 384,87;R$ 384,87
 26/02/2026;215; FUNDO MUNICIPAL DE SAUDE; Obrigações Patronais; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 9.469,03;R$ 9.469,03;R$ 9.469,03
 25/02/2026;53; CÂMARA MUNICIPAL DE VEREADORES; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 54.778,52;R$ 54.778,52;R$ 54.778,52
 25/02/2026;54; CÂMARA MUNICIPAL DE VEREADORES; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 62.757,35;R$ 62.757,35;R$ 62.757,35
 25/02/2026;1016; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 299,24;R$ 299,24;R$ 299,24
 25/02/2026;1063; SECRETARIA DE ESPORTES; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 34,49;R$ 34,49;R$ 34,49
 25/02/2026;1065; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 216,00;R$ 216,00;R$ 216,00
 25/02/2026;1066; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 142,58;R$ 142,58;R$ 142,58
 25/02/2026;1073; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 18,59;R$ 18,59;R$ 18,59
 25/02/2026;1075; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 70,93;R$ 70,93;R$ 70,93
 25/02/2026;1083; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 358,84;R$ 358,84;R$ 358,84
 25/02/2026;1084; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 332,34;R$ 332,34;R$ 332,34
 25/02/2026;1011; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 41,00;R$ 41,00;R$ 41,00
 25/02/2026;1023; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 3.426,40;R$ 3.426,40;R$ 3.426,40
 25/02/2026;1029; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 170.604,86;R$ 170.604,86;R$ 170.604,86
 25/02/2026;1031; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Pensões do RPPS e do militar; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 1.742,00;R$ 1.742,00;R$ 1.742,00
 25/02/2026;1028; SECRETARIA DE INDÚSTRIA E COMÉRCIO E SEG. PÚBLICA; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 13.705,61;R$ 13.705,61;R$ 13.705,61
 25/02/2026;1024; SECRETARIA DE MEIO AMBIENTE E DESENV. ECONÔMICO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 42.141,09;R$ 42.141,09;R$ 42.141,09
 25/02/2026;1030; SECRETARIA DA AGRICULTURA, PESCA  E DESENV. RURAL; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 34.656,75;R$ 34.656,75;R$ 34.656,75
 25/02/2026;1038; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 19.958,57;R$ 19.958,57;R$ 19.958,57
 25/02/2026;1057; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 7.709,41;R$ 7.709,41;R$ 7.709,41
 25/02/2026;1033; GABINETE DO PREFEITO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 106.207,52;R$ 106.207,52;R$ 106.207,52
 25/02/2026;1025; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 36.232,20;R$ 36.232,20;R$ 36.232,20
 25/02/2026;1058; SECRETARIA DE ARRECADAÇÃO MUNICIPAL; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 22.814,12;R$ 22.814,12;R$ 22.814,12
 25/02/2026;1032; GABINETE DO PREFEITO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 18.838,95;R$ 18.838,95;R$ 18.838,95
 25/02/2026;1035; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 298.204,94;R$ 298.204,94;R$ 298.204,94
 25/02/2026;1026; SECRETARIA DE ESPORTES; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 21.015,26;R$ 21.015,26;R$ 21.015,26
 25/02/2026;1034; SECRETARIA DE TURISMO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 17.531,76;R$ 17.531,76;R$ 17.531,76
 25/02/2026;1037; SECRETARIA DE PLANEJAMENTO E URBANISMO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 16.618,05;R$ 16.618,05;R$ 16.618,05
 25/02/2026;1027; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 67.887,39;R$ 67.887,39;R$ 67.887,39
 25/02/2026;1061; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 1.283,79;R$ 1.283,79;R$ 1.283,79
 25/02/2026;1060; SECRETARIA DE CULTURA; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 6.167,52;R$ 6.167,52;R$ 6.167,52
 25/02/2026;1036; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE MENSAL 2/2026;R$ 136.908,27;R$ 136.908,27;R$ 136.908,27
 25/02/2026;1085; GABINETE DO PREFEITO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 2/2026;R$ 25.084,95;R$ 25.084,95;R$ 25.084,95
 25/02/2026;1086; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 2/2026;R$ 5.013,62;R$ 5.013,62;R$ 5.013,62
 25/02/2026;1087; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 2/2026;R$ 8.849,76;R$ 8.849,76;R$ 8.849,76
 25/02/2026;1062; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 18.737,01;R$ 18.737,01;R$ 18.737,01
 25/02/2026;1089; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 2/2026;R$ 3.609,88;R$ 3.609,88;R$ 3.609,88
 25/02/2026;1088; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 2/2026;R$ 15.473,77;R$ 15.473,77;R$ 15.473,77
 25/02/2026;1090; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE FERIAS 2/2026;R$ 3.426,40;R$ 3.426,40;R$ 3.426,40
 25/02/2026;1067; SECRETARIA DE ESPORTES; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 1.926,16;R$ 1.926,16;R$ 1.926,16
 25/02/2026;1064; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 89.522,96;R$ 89.522,96;R$ 89.522,96
 25/02/2026;1068; SECRETARIA DE EDUCAÇÃO; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 34.336,22;R$ 34.336,22;R$ 34.336,22
 25/02/2026;1070; SECRETARIA DE ESPORTES; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 7.519,74;R$ 7.519,74;R$ 7.519,74
 25/02/2026;1069; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 65.587,64;R$ 65.587,64;R$ 65.587,64
 25/02/2026;1071; SECRETARIA DE DESENVOLVIMENTO SOCIAL E HABITAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 4.359,07;R$ 4.359,07;R$ 4.359,07
 25/02/2026;1072; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 16.872,44;R$ 16.872,44;R$ 16.872,44
 25/02/2026;1074; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 1.912,01;R$ 1.912,01;R$ 1.912,01
 25/02/2026;1076; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 3.045,47;R$ 3.045,47;R$ 3.045,47
 25/02/2026;1012; SECRETARIA DE EDUCAÇÃO; Indenizações e Restituições Trabalhistas; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 14.483,79;R$ 14.483,79;R$ 14.483,79
 25/02/2026;1015; SECRETARIA DE EDUCAÇÃO; Vencimentos e Vantagens Fixas - Pessoal Civil; PELA DESPESA DE FOLHA DE PAGAMENTO EMPENHADA REFERENTE RESCISAO 2/2026;R$ 349,01;R$ 349,01;R$ 349,01
