data;numero_empenho;rel_orgao;detalhamento_do_elemento;descricao;valor_empenhado;valor_liquido;valor_pago
 28/02/2019;745; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 58.706,31;R$ 58.706,31;R$ 58.706,31
 28/02/2019;746; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Outros Serviços Temporários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 1.527,50;R$ 1.527,50;R$ 1.527,50
 28/02/2019;747; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 39.439,45;R$ 39.439,45;R$ 39.439,45
 28/02/2019;748; SECRETARIA DE EDUCAÇÃO; Outros Serviços Temporários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 2.027,04;R$ 2.027,04;R$ 2.027,04
 28/02/2019;749; SECRETARIA DE EDUCAÇÃO; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 35.038,52;R$ 35.038,52;R$ 35.038,52
 28/02/2019;750; SECRETARIA DE EDUCAÇÃO; Outros Serviços Temporários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 1.453,58;R$ 1.453,58;R$ 1.453,58
 28/02/2019;751; SECRETARIA DE EDUCAÇÃO; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 85.684,22;R$ 85.684,22;R$ 85.684,22
 28/02/2019;752; SECRETARIA DE EDUCAÇÃO; Professores Substitutos; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 16.895,12;R$ 16.895,12;R$ 16.895,12
 28/02/2019;753; SECRETARIA DE EDUCAÇÃO; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 135.687,87;R$ 135.687,87;R$ 135.687,87
 28/02/2019;754; SECRETARIA DE EDUCAÇÃO; Indenização por Demissão de Servidor ou Empregado; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE FÉRIA E/OU LICENÇA PRÊMIO INDENIZADA POR DEMISSÃO DE SERVIDOR MES 02/19;R$ 3.335,05;R$ 3.335,05;R$ 3.335,05
 28/02/2019;755; SECRETARIA DE EDUCAÇÃO; Outros Serviços Temporários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 2.000,91;R$ 2.000,91;R$ 2.000,91
 28/02/2019;756; SECRETARIA DE EDUCAÇÃO; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 41.301,17;R$ 41.301,17;R$ 41.301,17
 28/02/2019;757; SECRETARIA DE EDUCAÇÃO; Indenização por Demissão de Servidor ou Empregado; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE FÉRIA E/OU LICENÇA PRÊMIO INDENIZADA POR DEMISSÃO DE SERVIDOR MES 02/19;R$ 1.939,94;R$ 1.939,94;R$ 1.939,94
 28/02/2019;758; SECRETARIA DE EDUCAÇÃO; Outros Serviços Temporários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 46.055,26;R$ 46.055,26;R$ 46.055,26
 28/02/2019;759; SECRETARIA DE EDUCAÇÃO; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 48.352,90;R$ 48.352,90;R$ 48.352,90
 28/02/2019;760; SECRETARIA DE EDUCAÇÃO; Indenização por Demissão de Servidor ou Empregado; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE FÉRIA E/OU LICENÇA PRÊMIO INDENIZADA POR DEMISSÃO DE SERVIDOR MES 02/19;R$ 43.549,93;R$ 43.549,93;R$ 43.549,93
 28/02/2019;761; SECRETARIA DE EDUCAÇÃO; Professores Substitutos; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 12.651,43;R$ 12.651,43;R$ 12.651,43
 28/02/2019;762; SECRETARIA DE EDUCAÇÃO; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 116.204,72;R$ 116.204,72;R$ 116.204,72
 28/02/2019;763; SECRETARIA DE EDUCAÇÃO; Indenização por Demissão de Servidor ou Empregado; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE FÉRIA E/OU LICENÇA PRÊMIO INDENIZADA POR DEMISSÃO DE SERVIDOR MES 02/19;R$ 3.335,05;R$ 3.335,05;R$ 3.335,05
 28/02/2019;764; SECRETARIA DE DESENVOLVIMENTO SOCIAL; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 26.696,49;R$ 26.696,49;R$ 26.696,49
 28/02/2019;765; SECRETARIA DE DESENVOLVIMENTO SOCIAL; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 6.766,28;R$ 6.766,28;R$ 6.766,28
 28/02/2019;766; SECRETARIA DE DESENVOLVIMENTO SOCIAL; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 4.858,27;R$ 4.858,27;R$ 4.858,27
 28/02/2019;767; SECRETARIA DA AGRICULTURA, PESCA  E MEIO AMBIENTE; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 11.440,90;R$ 11.440,90;R$ 11.440,90
 28/02/2019;768; SECRETARIA DE INDÚSTRIA E COMÉRCIO; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 4.796,32;R$ 4.796,32;R$ 4.796,32
 28/02/2019;769; SECRETARIA DE TURISMO, CULTURA  E ESPORTE; Outros Serviços Temporários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 998,00;R$ 998,00;R$ 998,00
 28/02/2019;770; SECRETARIA DE TURISMO, CULTURA  E ESPORTE; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 9.005,16;R$ 9.005,16;R$ 9.005,16
 28/02/2019;774; GABINETE DO PREFEITO; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 5.612,35;R$ 5.612,35;R$ 5.612,35
 28/02/2019;775; GABINETE DO PREFEITO; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 1.958,49;R$ 1.958,49;R$ 1.958,49
 28/02/2019;776; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Obrigações Patronais; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 2.165,60;R$ 2.165,60;R$ 2.165,60
 28/02/2019;777; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 15.801,36;R$ 15.801,36;R$ 15.801,36
 28/02/2019;778; SECRETARIA DE ARRECADAÇÃO MUNICIPAL; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 02/19;R$ 7.207,14;R$ 7.207,14;R$ 7.207,14
 19/02/2019;54; Camara Municipal de Balneario Gaivota; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE FOLHA MENSAL 02/19;R$ 31.001,20;R$ 31.001,20;R$ 31.001,20
 19/02/2019;55; Camara Municipal de Balneario Gaivota; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE FOLHA MENSAL 02/19;R$ 33.478,92;R$ 33.478,92;R$ 33.478,92
 19/02/2019;56; Camara Municipal de Balneario Gaivota; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE FOLHA MENSAL  VEREADORES 02/19;R$ 6.102,33;R$ 6.102,33;R$ 6.102,33
 19/02/2019;57; Camara Municipal de Balneario Gaivota; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE FOLHA MENSAL SERVIDORES  02/19;R$ 6.535,95;R$ 6.535,95;R$ 6.535,95
 13/02/2019;645; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE FOLHA COMPLEMENTAR.;R$ 204,57;R$ 204,57;R$ 204,57
 31/01/2019;500; SECRETARIA DE EDUCAÇÃO; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 8.668,16;R$ 8.668,16;R$ 8.668,16
 31/01/2019;501; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 8.172,11;R$ 8.172,11;R$ 8.172,11
 31/01/2019;502; SECRETARIA DE EDUCAÇÃO; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 11.955,78;R$ 11.955,78;R$ 11.955,78
 31/01/2019;503; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 672,34;R$ 672,34;R$ 672,34
 31/01/2019;504; SECRETARIA DE EDUCAÇÃO; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 22.578,20;R$ 22.578,20;R$ 22.578,20
 31/01/2019;505; SECRETARIA DE DESENVOLVIMENTO SOCIAL; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 5.601,12;R$ 5.601,12;R$ 5.601,12
 31/01/2019;506; SECRETARIA DE DESENVOLVIMENTO SOCIAL; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 1.282,03;R$ 1.282,03;R$ 1.282,03
 31/01/2019;507; SECRETARIA DE DESENVOLVIMENTO SOCIAL; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 1.020,23;R$ 1.020,23;R$ 1.020,23
 31/01/2019;450; GABINETE DO PREFEITO; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 27.525,63;R$ 27.525,63;R$ 27.525,63
 31/01/2019;451; GABINETE DO PREFEITO; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 9.326,18;R$ 9.326,18;R$ 9.326,18
 31/01/2019;452; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Outros Serviços Temporários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 10.091,66;R$ 10.091,66;R$ 10.091,66
 31/01/2019;453; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 82.442,36;R$ 82.442,36;R$ 82.442,36
 31/01/2019;454; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Civis; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 998,00;R$ 998,00;R$ 998,00
 31/01/2019;455; SECRETARIA DE ARRECADAÇÃO MUNICIPAL; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 30.429,79;R$ 30.429,79;R$ 30.429,79
 31/01/2019;456; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Outros Serviços Temporários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 998,00;R$ 998,00;R$ 998,00
 31/01/2019;457; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 10.338,74;R$ 10.338,74;R$ 10.338,74
 31/01/2019;458; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Outros Serviços Temporários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 2.406,10;R$ 2.406,10;R$ 2.406,10
 31/01/2019;459; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 57.765,40;R$ 57.765,40;R$ 57.765,40
 31/01/2019;460; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Outros Serviços Temporários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 1.527,50;R$ 1.527,50;R$ 1.527,50
 31/01/2019;461; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 37.625,92;R$ 37.625,92;R$ 37.625,92
 31/01/2019;462; SECRETARIA DE EDUCAÇÃO; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 43.336,02;R$ 43.336,02;R$ 43.336,02
 31/01/2019;463; SECRETARIA DE EDUCAÇÃO; Outros Serviços Temporários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 1.326,57;R$ 1.326,57;R$ 1.326,57
 31/01/2019;464; SECRETARIA DE EDUCAÇÃO; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 109.212,84;R$ 109.212,84;R$ 109.212,84
 31/01/2019;465; SECRETARIA DE EDUCAÇÃO; Indenização por Demissão de Servidor ou Empregado; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE FÉRIA E/OU LICENÇA PRÊMIO INDENIZADA POR DEMISSÃO DE SERVIDOR MES 01/19;R$ 4.375,83;R$ 4.375,83;R$ 4.375,83
 31/01/2019;466; SECRETARIA DE EDUCAÇÃO; Professores Substitutos; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 6.003,10;R$ 6.003,10;R$ 6.003,10
 31/01/2019;467; SECRETARIA DE EDUCAÇÃO; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 166.213,63;R$ 166.213,63;R$ 166.213,63
 31/01/2019;468; SECRETARIA DE EDUCAÇÃO; Outros Serviços Temporários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 2.725,48;R$ 2.725,48;R$ 2.725,48
 31/01/2019;469; SECRETARIA DE EDUCAÇÃO; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 51.377,04;R$ 51.377,04;R$ 51.377,04
 31/01/2019;470; SECRETARIA DE EDUCAÇÃO; Outros Serviços Temporários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 38.914,87;R$ 38.914,87;R$ 38.914,87
 31/01/2019;471; SECRETARIA DE EDUCAÇÃO; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 69.284,34;R$ 69.284,34;R$ 69.284,34
 31/01/2019;472; SECRETARIA DE EDUCAÇÃO; Indenização por Demissão de Servidor ou Empregado; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE FÉRIA E/OU LICENÇA PRÊMIO INDENIZADA POR DEMISSÃO DE SERVIDOR MES 01/19;R$ 1.702,13;R$ 1.702,13;R$ 1.702,13
 31/01/2019;473; SECRETARIA DE EDUCAÇÃO; Professores Substitutos; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 3.201,65;R$ 3.201,65;R$ 3.201,65
 31/01/2019;474; SECRETARIA DE EDUCAÇÃO; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 140.366,37;R$ 140.366,37;R$ 140.366,37
 31/01/2019;475; SECRETARIA DE EDUCAÇÃO; Indenização por Demissão de Servidor ou Empregado; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 3.031,86;R$ 3.031,86;R$ 3.031,86
 31/01/2019;476; SECRETARIA DE DESENVOLVIMENTO SOCIAL; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 27.694,36;R$ 27.694,36;R$ 27.694,36
 31/01/2019;477; SECRETARIA DE DESENVOLVIMENTO SOCIAL; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 7.122,40;R$ 7.122,40;R$ 7.122,40
 31/01/2019;478; SECRETARIA DE DESENVOLVIMENTO SOCIAL; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 4.858,27;R$ 4.858,27;R$ 4.858,27
 31/01/2019;479; SECRETARIA DA AGRICULTURA, PESCA  E MEIO AMBIENTE; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 10.271,26;R$ 10.271,26;R$ 10.271,26
 31/01/2019;480; SECRETARIA DE INDÚSTRIA E COMÉRCIO; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 4.796,32;R$ 4.796,32;R$ 4.796,32
 31/01/2019;481; SECRETARIA DE TURISMO, CULTURA  E ESPORTE; Outros Serviços Temporários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 998,00;R$ 998,00;R$ 998,00
 31/01/2019;482; SECRETARIA DE TURISMO, CULTURA  E ESPORTE; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 9.028,95;R$ 9.028,95;R$ 9.028,95
 31/01/2019;483; GABINETE DO PREFEITO; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 5.612,36;R$ 5.612,36;R$ 5.612,36
 31/01/2019;484; GABINETE DO PREFEITO; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 1.958,49;R$ 1.958,49;R$ 1.958,49
 31/01/2019;485; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Obrigações Patronais; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 1.953,71;R$ 1.953,71;R$ 1.953,71
 31/01/2019;486; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 15.662,52;R$ 15.662,52;R$ 15.662,52
 31/01/2019;487; SECRETARIA DE ARRECADAÇÃO MUNICIPAL; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 6.390,24;R$ 6.390,24;R$ 6.390,24
 31/01/2019;488; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Obrigações Patronais; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 209,58;R$ 209,58;R$ 209,58
 31/01/2019;489; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 2.171,12;R$ 2.171,12;R$ 2.171,12
 31/01/2019;490; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Obrigações Patronais; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 505,28;R$ 505,28;R$ 505,28
 31/01/2019;491; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 12.130,73;R$ 12.130,73;R$ 12.130,73
 31/01/2019;492; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Obrigações Patronais; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 320,77;R$ 320,77;R$ 320,77
 31/01/2019;493; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 7.746,62;R$ 7.746,62;R$ 7.746,62
 31/01/2019;494; SECRETARIA DE EDUCAÇÃO; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 7.261,64;R$ 7.261,64;R$ 7.261,64
 31/01/2019;495; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 278,57;R$ 278,57;R$ 278,57
 31/01/2019;496; SECRETARIA DE EDUCAÇÃO; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 17.871,01;R$ 17.871,01;R$ 17.871,01
 31/01/2019;497; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 1.260,65;R$ 1.260,65;R$ 1.260,65
 31/01/2019;498; SECRETARIA DE EDUCAÇÃO; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 26.660,43;R$ 26.660,43;R$ 26.660,43
 31/01/2019;499; SECRETARIA DE EDUCAÇÃO; Obrigações Patronais; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 572,34;R$ 572,34;R$ 572,34
 31/01/2019;508; SECRETARIA DA AGRICULTURA, PESCA  E MEIO AMBIENTE; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 2.156,96;R$ 2.156,96;R$ 2.156,96
 31/01/2019;509; SECRETARIA DE INDÚSTRIA E COMÉRCIO; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 1.007,22;R$ 1.007,22;R$ 1.007,22
 31/01/2019;510; SECRETARIA DE TURISMO, CULTURA  E ESPORTE; Obrigações Patronais; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 209,58;R$ 209,58;R$ 209,58
 31/01/2019;511; SECRETARIA DE TURISMO, CULTURA  E ESPORTE; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 1.826,16;R$ 1.826,16;R$ 1.826,16
 31/01/2019;513; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE FOLHA COMPLEMENTAR 01/19;R$ 306,71;R$ 306,71;R$ 306,71
 31/01/2019;514; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Outros Serviços Temporários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE FOLHA COMPLEMENTAR 01/19;R$ 562,43;R$ 562,43;R$ 562,43
 31/01/2019;515; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE FOLHA COMPLEMENTAR 01/19;R$ 1.124,86;R$ 1.124,86;R$ 1.124,86
 31/01/2019;516; SECRETARIA DE EDUCAÇÃO; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE FOLHA COMPLEMENTAR 01/19;R$ 392,10;R$ 392,10;R$ 392,10
 31/01/2019;517; SECRETARIA DE ADMINISTRAÇÃO E FINANÇAS; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE FOLHA COMPLEMENTAR 01/19;R$ 64,40;R$ 64,40;R$ 64,40
 31/01/2019;518; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Obrigações Patronais; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE FOLHA COMPLEMENTAR 01/19;R$ 118,10;R$ 118,10;R$ 118,10
 31/01/2019;519; SECRETARIA DE OBRAS E SERVIÇOS URBANOS; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE FOLHA COMPLEMENTAR 01/19;R$ 236,21;R$ 236,21;R$ 236,21
 31/01/2019;520; SECRETARIA DE EDUCAÇÃO; Contribuições Previdenciárias - INSS; PELA DESPESA DE ENCARGOS PATRONAIS EMPENHADA REFERENTE FOLHA COMPLEMENTAR 01/19;R$ 82,34;R$ 82,34;R$ 82,34
 22/01/2019;15; Camara Municipal de Balneario Gaivota; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL JANEIRO 2019 DOS VEREADORES;R$ 31.001,20;R$ 31.001,20;R$ 31.001,20
 22/01/2019;16; Camara Municipal de Balneario Gaivota; vencimentos e salários; PELA DESPESA DE PESSOAL EMPENHADA REFERENTE MENSAL/FÉRIAS 01/19;R$ 33.926,79;R$ 33.926,79;R$ 33.926,79
