rel_entidade;numero_do_processo;ano_processo;numero_da_licitacao;ano_da_licitacao;objeto;modalide;data_de_abertura;data_de_publicacao;tipo_de_objeto;forma_de_julgamento;data_da_homologacao;situacao;data_de_anulacao;data_de_criacao;data_do_julgamento;data_da_revogacao;forma_de_contratacao;valor_estimado;valor_homologado
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA;8;2025;8;2025;" CONTRATAÇÃO DE EMPRESA PARA
FORNECIMENTO DE GÊNEROS ALIMENTÍCIOS, PARA ATENDER AS NECESSIDADES DA CÂMARA
MUNICIPAL"; Dispensa de licitação; -; -; Aquisição de bens; MAIOR OFERTA; 28/01/2025; HOMOLOGADO; -; 27/01/2025;  - ; -; Contratação direta;R$ 7.709,03;R$ 0,00
 FUNDO MUNICIPAL DE SAUDE BALNEARIO GAIVOTA;8;2025;8;2025; O OBJETO DA PRESENTE DISPENSA DE LICITAÇÃO É A AQUISIÇÃO DE MOBILIÁRIO HOSPITALAR PARA A ATENDER AS NECESSIDADES DE ADEQUAÇÃO DA SALA DE EXPURGO DA UNIDADE  DE SAUDE CENTRAL  DO MUNICIPIO DE BALNBEÁRIO GAIVOTA.; Dispensa de licitação; -; 04/06/2025; Aquisição de bens; MENOR PREÇO; 04/06/2025; HOMOLOGADO; -; 04/06/2025;  - ; -; Licitação;R$ 11.250,00;R$ 11.250,00
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;8;2025;8;2025; O presente procedimento licitatório tem como objetivo registrar preços com a finalidade de selecionar a proposta mais vantajosa para futura(s) e eventual(is) aquisições de Materiais E Equipamentos De Informática destinados a atender as demandas da Secretaria de Administração, das demais Secretarias e dos Entes Conveniados vinculados ao Município de Balneário Gaivota/SC, para serem fornecidas de forma parcelada, conforme quantidades e exigências estabelecidas neste edital e seus anexos; Pregão eletrônico; 31/03/2025 09:00; 10/01/2025; Aquisição de bens; MENOR PREÇO; 10/06/2025; HOMOLOGADO; -; 09/01/2025; 31/03/2025; -; Licitação;R$ 920.777,28;R$ 476.024,96
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;7;2025;7;2025; O presente procedimento licitatório tem por objetivo registrar preços com a finalidade de selecionar a proposta mais vantajosa para futura(s) e eventual(is) aquisições de gêneros alimentícios destinados ao Serviço de Convivência e Fortalecimento de Vínculos da Secretaria De Assistência Social de Balneário Gaivota/SC para serem fornecidas de forma parcelada conforme quantidades e exigências estabelecidas neste edital e seus anexos; Pregão eletrônico; 22/01/2025 09:00; 10/01/2025; Aquisição de bens; MENOR PREÇO; 28/01/2025; HOMOLOGADO; -; 09/01/2025; 22/01/2025; -; Licitação;R$ 629.727,40;R$ 408.630,50
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA;7;2025;7;2025; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE UMA IMPRESSORA JATO DE TINTA  MUTIFUNCIONAL ,  COM TANQUE DE TINTA COLORIDA WI FI CONEXAO USB  COM ESCANER  TIPO MESA PLANA COM SENSOR DE LINHAS VELOCIDADE DE COPIA ISO PRETO 10.8 CPM E COLORIDA 5.5 CPM; Dispensa de licitação; -; -; Aquisição de bens; MAIOR OFERTA; 29/01/2025; HOMOLOGADO; -; 27/01/2025;  - ; -; Contratação direta;R$ 2.200,00;R$ 1.799,10
 FUNDO MUNICIPAL DE SAUDE BALNEARIO GAIVOTA;7;2025;7;2025; O presente procedimento licitatório tem como objetivo registrar preços com a finalidade de selecionar a proposta mais vantajosa para futura(s) e eventual(is) contratação de empresa especializada para disponibilização de profissionais médicos, odontólogos e demais profissionais, conforme as especificações mínimas, quantidades de consultas, forma e locais de prestação dos serviços, constantes no Termo de Referência, destinados a atender as demandas da Secretaria de Saúde do Município de Balneário ; Pregão eletrônico; 14/07/2025 09:00; 02/06/2025; Prestação de serviços; MENOR PREÇO; 25/07/2025; HOMOLOGADO; -; 28/05/2025; 14/07/2025; -; Licitação;R$ 7.373.831,60;R$ 6.744.997,72
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;6;2025;6;2025; A presente contratação tem como objetivo, dentro das atividades culturais e turísticas, viabilizar a apresentação/show musical com o artista GAROTOS DE OURO, na data de 16/01/2025, no palco central do Município de Balneário Gaivota/SC, com início previsto para as 22h00min e duração de 02h00min.; Inexigibilidade de licitação; -; 08/01/2025; Prestação de serviços; MENOR PREÇO; 08/01/2025; HOMOLOGADO; -; 08/01/2025;  - ; -; Contratação direta;R$ 17.000,00;R$ 17.000,00
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA;6;2025;6;2025; Aquisição de  02 (dois) notebook com processador intel core i5 ou superior, memoria ram de o mínimo 16gb,DDR4, sistema operacional Windows 11 home em português, tela 15.6’ full hd, armazenamento SSD 1TB, placa de vídeo intel íris Xe com memoria gráfica compartilhada; Dispensa de licitação; -; -; Aquisição de bens; MENOR PREÇO; 28/01/2025; RATIFICADO; -; 24/01/2025;  - ; -; Contratação direta;R$ 9.980,00;R$ 9.980,00
 FUNDO MUNICIPAL DE SAUDE BALNEARIO GAIVOTA;6;2025;6;2025; O OBJETO DA PRESENTE DISPENSA DE LICITAÇÃO É A LOCAÇÃO DE UM IMÓVEL COM ESTRUTURA FÍSICA DE NO MÍNIMO DE 70 M² E NO MÁXIMO DE 100M² DE ÁREA FÍSICA CONSTRUÍDA, LOCALIZADA NO BAIRRO SANTA RITA DE CASSIA, O QUAL SE DESTINARÁ A ACOMODAÇÃO DOS SETORES TFD E TRANSPORTE DE PASSAGEIROS DA SECRETARIA MUNICIPAL DE SAUDE DE BALNEARIO GAIVOTA.; Inexigibilidade de licitação; -; 14/05/2025; Prestação de serviços; Inexigibilidade de Licitação; 14/05/2025; HOMOLOGADO; -; 17/03/2025;  - ; -; Licitação;R$ 18.000,00;R$ 18.000,00
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;5;2025;5;2025; A presente contratação tem como objetivo, dentro das atividades culturais e turísticas, viabilizar a apresentação/show musical com o artista ESTAÇÃO FANDANGUEIRA, na data de 09/01/2025, no palco central do Município de Balneário Gaivota/SC, com duração de 02h30min.; Inexigibilidade de licitação; -; 07/01/2025; Prestação de serviços; MENOR PREÇO; 07/01/2025; HOMOLOGADO; -; 07/01/2025;  - ; -; Contratação direta;R$ 16.500,00;R$ 16.500,00
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA;5;2025;5;2025;" Ar condicionado (parede) de 18.000 BTU’s – 220V; ▪ Tipo Split, cor branca. ▪ Ciclo Frio. E quinte▪"; Dispensa de licitação; -; -; Aquisição de bens; MENOR PREÇO; 28/01/2025; RATIFICADO; -; 24/01/2025;  - ; -; Contratação direta;R$ 4.850,00;R$ 4.305,00
 FUNDO MUNICIPAL DE SAUDE BALNEARIO GAIVOTA;5;2025;5;2025; O OBJETO DA PRESENTE DISPENSA DE LICITAÇÃO É A AQUISIÇÃO DE MÓVEIS SOB MEDIDA PARA ATENDER AS NECESSIDADES DO SETOR TFD DA SECRETARIA MUNICIPAL DE SAÚDE DE BALNEÁRIO GAIVOTA. A PRESENTE DISPENSA DE LICITAÇÃO ENCONTRA FUNDAMENTAÇÃO LEGAL NO ART. 37, INCISO XXI DA CRFB, DE 1988, DECRETO MUNICIPAL Nº 06/2025 E ART. 75, INCISO II DA LEI FEDERAL Nº 14.133, DE 1º DE ABRIL DE2021.; Dispensa de licitação; -; -; Aquisição de bens; MENOR PREÇO; -; AGUARDANDO ABERTURA; -; 28/03/2025;  - ; -; Contratação direta;R$ 6.000,00; -
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;4;2025;4;2025; O presente procedimento licitatório tem por objetivo registrar preços com a finalidade de selecionar a proposta mais vantajosa para futura(s) e eventual(is) aquisições de materiais elétricos para manutenção da iluminação pública municipal de Balneário Gaivota/sc. conforme quantidades e exigências estabelecidas neste edital e seus anexos.; Pregão eletrônico; 21/01/2025 08:30; 07/01/2025; Aquisição de bens; MENOR PREÇO; -; ANULADO; 28/01/2025; 03/01/2025; 21/01/2025; -; Licitação;R$ 1.420.092,00; -
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA;4;2025;4;2025; 100 Fardo com 12 unidade  contendo 500ml de agua em garrafa pet   com gás, , 20 galão de agua mineral com 20 litros sem gás , 100 fardos com 12 unidades contendo 500ml de agua em garrafa pet  sem  gás,; Dispensa de licitação; -; -; Aquisição de bens; MAIOR OFERTA; 15/01/2025; HOMOLOGADO; -; 10/01/2025;  - ; -; Contratação direta;R$ 3.220,00;R$ 3.220,00
 FUNDO MUNICIPAL DE SAUDE BALNEARIO GAIVOTA;4;2025;4;2025; O presente procedimento licitatório tem como objetivo registrar preços com a finalidade de selecionar a proposta mais vantajosa para futura contratação de empresa especializada para prestação de serviços de castração, incluindo realização de exames no pré-cirúrgico, aplicação de medicação (antimicrobiana, analgésicos e anti-inflamatórios) e micro chipagem de cães e gatos de rua ou de animais pertencentes a famílias de baixa renda devidamente cadastradas pela Assistência Social de Balneário Gaivo; Pregão eletrônico; 04/03/2025 09:00; 17/02/2025; Prestação de serviços; MENOR PREÇO POR LOTE; -; REVOGADO; -; 14/02/2025; 04/03/2025; 12/03/2025; Licitação;R$ 162.409,25; -
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA;3;2025;3;2025; Contratação do fornecimento de agua encanada  para a Câmara de vereadores de Balneário Gaivota; Inexigibilidade de licitação; -; -; Prestação de serviços; SEM COMPETITIVIDADE - Qtd. fixa; 14/01/2025; HOMOLOGADO; -; 14/01/2025;  - ; -; Contratação direta;R$ 5.000,04;R$ 5.000,04
 FUNDO MUNICIPAL DE SAUDE BALNEARIO GAIVOTA;3;2025;3;2025; O PRESENTE INSTRUMENTO OBJETIVA CREDENCIAMENTO DE EMPRESA ESPECIALIZADA PARA A CONFECÇÃO E FORNECIMENTO, ATRAVÉS DE AQUISIÇÃO PARCELADA, SOB DEMANDA, DE PRÓTESE DENTÁRIA MAXILAR E MANDIBULAR DO TIPO PRÓTESE TOTAL E PRÓTESE PARCIAL REMOVÍVEL, INCLUINDO CONSERTO E REEMBASAMENTO, CONFORME CONDIÇÕES, QUANTIDADES E EXIGÊNCIAS ESTABELECIDAS NESTE INSTRUMENTO.; Inexigibilidade de licitação; -; 07/02/2025; Prestação de serviços; MENOR PREÇO; 12/02/2025; HOMOLOGADO; -; 07/02/2025;  - ; -; Chamada pública / credenciamento;R$ 212.500,00;R$ 212.500,00
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;3;2025;3;2025; O presente procedimento licitatório tem como objetivo registrar preços visando à seleção da proposta mais vantajosa para futura(s) e eventual(is) aquisição(es) de Materiais Escolares, para distribuição gratuita aos alunos da Rede Municipal de Ensino para o ano de 2025, através da Secretaria Municipal de Educação e Desenvolvimento Social, em conformidade com as especificações mínimas descritas no Edital, Termo de Referência e demais anexos; Pregão eletrônico; 28/03/2025 09:00; 03/02/2025; Aquisição de bens; MENOR PREÇO; 31/03/2025; HOMOLOGADO; -; 02/01/2025; 28/03/2025; -; Licitação;R$ 1.360.171,05;R$ 576.360,45
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA;2;2025;2;2025; Contratação do fornecimento de energia elétrica para a Câmara de vereadores de Balneário Gaivota; Inexigibilidade de licitação; -; -; Prestação de serviços; SEM COMPETITIVIDADE - Qtd. fixa; 14/01/2025; HOMOLOGADO; -; 14/01/2025;  - ; -; Contratação direta;R$ 6.000,00;R$ 6.000,00
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;2;2025;2;2025; O objeto desta licitação é a seleção da proposta mais vantajosa para o Município, visando à contratação de empresa especializada na execução de pavimentação com lajota sextavada e meio-fio para a continuação da Avenida Alvim Manoel Cardoso - 3ª avenida, localizada no bairro Jardim Ultramar, no Município de Balneário Gaivota/SC com extensão de 295,60 metros (EM DUAS VIAS), conforme as especificações técnicas descritas no projeto, memorial descritivo, planilhas orçamentárias, cronograma físico-fin; Concorrência eletrônica; 16/01/2025 11:00; 02/01/2025; Obras e Serviços de Arquitetura e Engenharia; MENOR PREÇO GLOBAL; 23/01/2025; HOMOLOGADO; -; 02/01/2025; 16/01/2025; -; Licitação;R$ 183.600,79;R$ 136.000,00
 FUNDO MUNICIPAL DE SAUDE BALNEARIO GAIVOTA;2;2025;2;2025; O presente procedimento licitatório tem como objetivo registrar preços com a finalidade de selecionar a proposta mais vantajosa para futura(s) contratação(es) de empresa para prestação de serviço de transporte de pacientes que necessitam de tratamento fora domicílio (TFD), visando atender a necessidade da Secretaria Municipal de Saúde do Município de Balneário Gaivota/SC, em conformidade com as especificações mínimas descritas no Edital, Termo de Referência e demais anexos.; Pregão eletrônico; 18/02/2025 09:00; 03/02/2025; Prestação de serviços; MENOR PREÇO; 19/02/2025; HOMOLOGADO; -; 31/01/2025; 18/02/2025; -; Licitação;R$ 283.680,00;R$ 283.680,00
 FUNDO MUNICIPAL SAÚDE BALNEÁRIO GAIVOTA;1;2025;1;2025; O objeto da presente dispensa é o rateio das despesas administrativas e de manutenção do CONSÓRCIO, inclusive as pré-operacionais (parte fixa), obedecidos às especificações mínimas constantes no Edital, Termo de Referência e demais Anexos.; Dispensa de licitação; -; -; Prestação de serviços; MENOR PREÇO; -; AGUARDANDO ABERTURA; -; 14/01/2025;  - ; -; Licitação;R$ 109.992,84; -
 CAMARA MUNICIPAL DE BALNEARIO GAIVOTA;1;2025;1;2025; PELA DESPESA EMPENHADA REF, AQUISIÇÃO DE 11 PLACAS EM AÇO INOX 40X12 COM GRAVAÇÃO EM BAIXO RELEVO  COM SUPORTE EM ACRÍLICO PARA IDENTIFICAÇÃO DOS 11 VEREADORES QUE VAO ASSUMIR NO DIA 01 DE JANEIRO DE 2025; Dispensa de licitação; -; 13/01/2025; Aquisição de bens; MENOR PREÇO; 13/01/2025; HOMOLOGADO; -; 13/01/2025;  - ; -; Contratação direta;R$ 3.014,00;R$ 3.014,00
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;1;2025;1;2025; O objeto da presente licitação é a seleção da proposta mais vantajosa para o município, visando à contratação de empresa especializada para prestação de serviços relacionado à terceirização de atividades técnicas, administrativas e operacionais para o departamento de trânsito junto à Delegacia de Polícia Civil, conforme com as especificações mínimas descritas no Edital, Termo de Referência e demais anexos.; Pregão eletrônico; 03/02/2025 09:00; 06/01/2025; Prestação de serviços; MENOR PREÇO; 24/02/2025; HOMOLOGADO; -; 02/01/2025; 03/02/2025; -; Licitação;R$ 109.989,00;R$ 80.399,88
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;136;2024;136;2024; A presente contratação tem como objetivo, dentro das atividades culturais e turísticas, viabilizar a apresentação/show musical com o artista MARI E RAFA, na data de 31/12/2024, No palco central do Município de Balneário Gaivota, durante a realização REVEILLON do Município, com início previsto para as 23h00min e duração mínima de 02h00min.; Inexigibilidade de licitação; -; 17/12/2024; Prestação de serviços; MENOR PREÇO; 20/12/2024; HOMOLOGADO; -; 17/12/2024;  - ; -; Contratação direta;R$ 13.500,00;R$ 13.500,00
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;135;2024;135;2024; A presente contratação tem como objetivo, dentro das atividades culturais e turísticas, viabilizar a apresentação/show musical com o artista GRUPO JEITO LOUCO, na data de 29/12/2024, No palco central do Município de Balneário Gaivota/SC, durante a realização do 29º aniversario do Município, com início previsto para as 23h00min e duração mínima de 02h00min.; Inexigibilidade de licitação; -; 17/12/2024; Prestação de serviços; MENOR PREÇO; 20/12/2024; HOMOLOGADO; -; 17/12/2024;  - ; -; Contratação direta;R$ 14.000,00;R$ 14.000,00
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;134;2024;134;2024; O objeto da presente inexigibilidade de licitação é a contratação do palestrante EMANUEL CURI, por meio da empresa Profissional SA - Curadoria de palestras LTDA para ministrar uma palestra MOTIVACIONAL com foco em engajamento, resiliência e trabalho em equipe, para’ os servidores vinculados a Secretaria Municipal de Educação de Balneário Gaivota/SC. Obedecendo às especificações mínimas constantes no Edital, Termo de Referência e demais Anexos.; Inexigibilidade de licitação; -; 27/12/2024; Prestação de serviços; MENOR PREÇO; 27/12/2024; HOMOLOGADO; -; 27/12/2024;  - ; -; Contratação direta;R$ 12.000,00;R$ 12.000,00
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;133;2024;133;2024; O presente procedimento licitatório tem como objetivo a seleção da proposta apta a gerar resultado mais vantajoso para futura contratação de profissional(ais) especializado(s) com habilitação em Educação Física e inscrito(s) Conselho Regional de Educação Física - (CREF), para a prestação de serviços dos projetos de verão, abrangendo modalidades de danças fitness, surf e treinamento funcional, em conformidade com as especificações mínimas descritas no Edital, Termo de Referência e demais anexos.; Dispensa eletrônica; -; 27/12/2024; Prestação de serviços; MENOR PREÇO; -; REVOGADO; -; 20/12/2024;  - ; 13/01/2025; Licitação;R$ 9.341,67; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;132;2024;132;2024; O presente termo tem por objeto a CONTRATAÇÃO DO CONSÓRCIO DE INFORMÁTICA NA GESTÃO PÚBLICA MUNICIPAL – CIGA, PARA A PRESTAÇÃO DE SERVIÇOS CONTINUADOS DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO, ATRAVÉS DO SISTEMA DE GESTÃO DO SIMPLES NACIONAL E SISTEMA DE GESTÃO DO CADASTRO INTEGRADO MUNICIPAL.; Dispensa de licitação; -; 27/12/2024; Prestação de serviços; MENOR PREÇO; 27/12/2024; HOMOLOGADO; -; 27/12/2024;  - ; -; Licitação;R$ 11.158,18;R$ 11.158,18
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;131;2024;131;2024; O objeto desta licitação é a seleção da proposta mais vantajosa, visando à contratação de empresa especializada na execução de obra de deslocamento de rede do sistema de iluminação pública, no lado Sul da Avenida Interpraias no bairro Jardim Ultramar neste município, conforme nota PS: 400748732, conforme as especificações técnicas descritas no projeto, planilhas orçamentárias e demais exigências estabelecidas neste edital e seus anexos; Concorrência eletrônica; 17/01/2025 09:00; 12/12/2024; Obras e Serviços de Arquitetura e Engenharia; MENOR PREÇO; 03/02/2025; HOMOLOGADO; -; 12/12/2024; 17/01/2025; -; Licitação;R$ 191.227,48;R$ 179.999,99
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;130;2024;130;2024; O presente procedimento licitatório tem como objetivo registrar preços visando à seleção da proposta mais vantajosa para futuras aquisições de Trator Agrícola, destinado exclusivamente ao cultivo de maracujá, em conformidade com as especificações mínimas descritas no Edital, Termo de Referência e demais anexos; Pregão eletrônico; 14/02/2025 09:00; 12/12/2024; Aquisição de bens; MENOR PREÇO; 19/02/2025; HOMOLOGADO; -; 12/12/2024; 14/02/2025; -; Licitação;R$ 198.833,33;R$ 139.800,00
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;129;2024;129;2024; O presente procedimento licitatório tem por objetivo registrar preços com a finalidade de selecionar a proposta mais vantajosa para futuras aquisições de premiações para eventos, troféus e medalhas, para a Secretaria de Esportes e Turismo usar nos eventos que ocorrem durante o período 2024/2025. Para serem fornecidas de forma parcelada, obedecidos às especificações mínimas constantes no Edital, Termo de Referência e demais Anexos.; Dispensa eletrônica; 16/12/2024 09:00; 20/12/2024; Compras e Serviços; MENOR PREÇO; 20/12/2024; HOMOLOGADO; -; 11/12/2024; 16/12/2024; -; Licitação;R$ 59.778,06;R$ 34.726,26
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;128;2024;128;2024; O objeto desta licitação é a seleção da proposta mais vantajosa para o Município, visando à contratação de empresa especializada na execução de pavimentação com lajota sextavada e meio-fio na Rua 1 (Rua da Antena), localizada no bairro Fernão Capelo, com extensão de 927,00 metros, conforme as especificações técnicas descritas no projeto, memorial descritivo, planilhas orçamentárias, cronograma físico-financeiro e demais exigências estabelecidas neste edital e seus anexos.; Concorrência eletrônica; 27/12/2024 10:00; 10/12/2024; Obras e Serviços de Arquitetura e Engenharia; MENOR PREÇO; 06/01/2025; HOMOLOGADO; -; 09/12/2024; 27/12/2024; -; Licitação;R$ 552.483,20;R$ 452.000,00
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;127;2024;127;2024; O presente instrumento objetiva credenciamento de pessoa física ou jurídica para a prestação de serviços vinculados aos PROJETOS E OFICINAS VINCULADOS AO SERVIÇO DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS, de acordo com as necessidades do município e segundo as condições, quantidades e exigências estabelecidas neste edital e conforme planilha especificada no Termo de Referência e demais regulamentos.; Inexigibilidade de licitação; -; 09/12/2024; Prestação de serviços; MENOR PREÇO; 09/12/2024; HOMOLOGADO; -; 09/12/2024;  - ; -; Chamada pública / credenciamento;R$ 2.250,00;R$ 2.250,00
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;126;2024;126;2024; O objeto da presente licitação é a seleção da proposta mais vantajosa para o município, visando à contratação de empresa especializada para a execução de pavimentação em blocos de concreto sextavado na Rua 2, no bairro Onda Azul, neste município, com extensão de 880,00 m, conforme especificações contidas no projeto, memorial descritivo, planilhas orçamentárias, cronograma físico-financeiro e exigências estabelecidas neste edital e seus anexos.; Concorrência eletrônica; 23/12/2024 08:30; 09/12/2024; Obras e Serviços de Engenharia; MENOR PREÇO GLOBAL; 26/12/2024; HOMOLOGADO; -; 09/12/2024; 23/12/2024; -; Licitação;R$ 593.301,11;R$ 474.000,00
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;125;2024;125;2024; O presente processo licitatório, na modalidade de Chamamento Público, tem como objetivo promover parceria com entidades da sociedade civil para a implantação de quadras poliesportivas. Essas instalações serão destinadas à realização de atividades de cunho desportivo e paradesportivo, além de atividades físicas, recreativas e de lazer, em atendimento às demandas da Diretoria Municipal de Esportes, conforme especificações contidas neste edital e seus anexos.; Inexigibilidade de licitação; -; 06/12/2024; Prestação de serviços; MENOR PREÇO; 27/12/2024; HOMOLOGADO; -; 05/12/2024;  - ; -; Licitação;R$ 0,14;R$ 0,04
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;124;2024;124;2024; O objeto do presente edital é a comercialização dos “Naming rights” de eventos esportivos promovidos pelo município de Balneário Gaivota/SC. A comercialização será realizada de acordo com as condições estabelecidas neste edital e seus anexos. Os “Naming rights” serão alienados para exploração comercial, permitindo a associação de nomes de patrocinadores aos eventos esportivos oficiais, conforme critérios, requisitos e condições especificadas nos documentos deste processo.; Leilão; 26/12/2024 09:00; 04/12/2024; Alienação de bens; MAIOR LANCE; 03/01/2025; HOMOLOGADO; -; 04/12/2024; 26/12/2024; -; Licitação;R$ 20.000,00;R$ 20.150,00
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;123;2024;123;2024; Constitui objeto do presente contrato a locação de imóvel, respeitado o disposto no art. 11 da lei Federal nº 14.133, tem por objetivo a locação de uma sala comercial, representado pelo lote nº 04 quadra nº “I” com área de 280 m² - Praia Itapuã – Balneário Gaivota/SC para abrigar os serviços da Assistência Social, que opera de maneira complementar e integrada com programas voltados à sociedade. Salas serão destinadas para as especialidades (Clube de Mães e Mãos que Acolhem), conforme demanda da ; Inexigibilidade de licitação; -; 10/12/2024; Locação; MENOR PREÇO; 10/12/2024; HOMOLOGADO; -; 10/12/2024;  - ; -; Licitação;R$ 33.600,00;R$ 33.600,00
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;122;2024;122;2024; O presente procedimento licitatório tem por objetivo registrar preços para selecionar a proposta mais vantajosa visando à aquisição de postes de iluminação pública em fibra de vidro para a orla marítima de Balneário Gaivota. Atualmente, a orla não possui iluminação adequada, o que compromete a segurança dos transeuntes e frequentadores, especialmente no período noturno. A instalação dos novos postes garantirá uma iluminação eficiente e segura, proporcionando maior visibilidade e valorizando este; Pregão eletrônico; 11/12/2024 09:00; 29/11/2024; Aquisição de bens; MENOR PREÇO; 08/01/2025; HOMOLOGADO; -; 29/11/2024; 11/12/2024; -; Licitação;R$ 128.200,00;R$ 91.600,00
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;121;2024;121;2024; O objeto da presente licitação é a seleção da proposta mais vantajosa para o município, visando à contratação de empresa especializada para a execução de pavimentação em blocos de concreto sextavado, drenagem, passeio público e sinalização na Avenida Emas, no bairro Bairro Village Dunas, neste município, com extensão de 596,30m, conforme especificações contidas no projeto, memorial descritivo, planilhas orçamentárias, cronograma físico-financeiro e exigências estabelecidas neste edital e seus an; Concorrência; 27/12/2024 09:00; 29/11/2024; Obras e Serviços de Engenharia; MENOR PREÇO; 03/01/2025; HOMOLOGADO; -; 29/11/2024; 27/12/2024; -; Licitação;R$ 1.489.309,38;R$ 1.325.000,00
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;120;2024;120;2024; O presente procedimento licitatório tem como objetivo registrar preços para selecionar a proposta mais vantajosa para futuras aquisições de serviços especializados em elétrica para veículos leves, médios e pesados, a fim de atender às demandas de manutenção da frota municipal de Balneário Gaivota. Os serviços deverão ser fornecidos de forma parcelada, conforme necessidade, e em conformidade com as especificações mínimas descritas no Edital, Termo de Referência e demais anexos.; Pregão eletrônico; 11/12/2024 09:00; 28/11/2024; Prestação de serviços; MENOR PREÇO; -; FRACASSADO; -; 27/11/2024; 11/12/2024; -; Licitação;R$ 1.098.849,40; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;119;2024;119;2024; O presente procedimento licitatório tem por objetivo registrar preços com a finalidade de selecionar a proposta mais vantajosa para futuras aquisições de Trator Agrícola destinado ao cultivo de maracujá e outras frutas. Para serem fornecidas de forma parcelada, obedecidos às especificações mínimas constantes no Edital, Termo de Referência e demais Anexos.; Pregão eletrônico; 06/12/2024 09:00; 26/11/2024; Aquisição de bens; MENOR PREÇO; -; ANULADO; 12/12/2024; 26/11/2024; 06/12/2024; -; Licitação;R$ 198.833,33; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;118;2024;118;2024; Contratação de licenciamento para uso do software INFOCONSIG, com a finalidade de realizar o controle do uso das margens consignáveis dos seus servidores públicos, da averbação eletrônica dos contratos das Consignatárias e dos descontos consignados na sua folha de pagamento, tudo via internet.; Dispensa de licitação; -; 09/12/2024; Outros Direitos; MENOR PREÇO; 09/12/2024; HOMOLOGADO; -; 28/11/2024;  - ; -; Licitação;R$ 0,01;R$ 0,01
 PREFEITURA MUNICIPAL DE BALNEARIO GAIVOTA;117;2024;117;2024; O presente procedimento licitatório tem por objetivo registrar preços com a finalidade de selecionar a proposta mais vantajosa para futura aquisição de móveis novos para a rede municipal de ensino do município de Balneário Gaivota, com o objetivo de suprir e melhorar a infraestrutura das escolas e CEIS do município, bem como mobiliar a nova escola Tavane Graeff Costamilan á ser inaugurada promovendo o bem estar de alunos e professores, e a funcionalidade dos locais. Para serem fornecidas de form; Pregão eletrônico; 28/01/2025 09:00; 18/11/2024; Aquisição de bens; MENOR PREÇO; 19/02/2025; HOMOLOGADO; -; 18/11/2024; 28/01/2025; -; Licitação;R$ 1.052.931,18;R$ 523.202,75
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;116;2024;116;2024; O presente procedimento licitatório tem por objetivo registrar preços com a finalidade de selecionar a proposta mais vantajosa para futura contratação de empresa especializada com fornecimento de material e mão de obra especializada para execução dos serviços de Pirotecnia com “fogos de baixo ruído”, em observância a Lei Municipal nº 1.102, de 2021, para atender ao evento Réveillon 2025, com duração aproximada de 07 (sete) minutos ininterruptos, a ser realizado no município de Balneário Gaivota/; Pregão eletrônico; 26/11/2024 09:00; 12/11/2024; Prestação de serviços; MENOR PREÇO; 27/11/2024; HOMOLOGADO; -; 11/11/2024; 26/11/2024; -; Licitação;R$ 46.436,55;R$ 17.800,00
