rel_entidade;numero_do_processo;ano_processo;numero_da_licitacao;ano_da_licitacao;objeto;modalide;data_de_abertura;data_de_publicacao;tipo_de_objeto;forma_de_julgamento;data_da_homologacao;situacao;data_de_anulacao;data_de_criacao;data_do_julgamento;data_da_revogacao;forma_de_contratacao;valor_estimado;valor_homologado
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;47;2017;47;2017;" PERMISSÃO remunerada de uso de pontos comerciais (trailers, food trucks, towners e congêneres) localizados à Avenida beira mar, no município de Balneário Gaivota, para temporade de 2017/2018;"; Outras Modalidades; 01/12/2017 10:01; 30/10/2017; Concessão; MELHOR PRECO E TECNICA; -; AGUARDANDO; -; 27/10/2017; 01/12/2017; -; Outras Modalidades; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;46;2017;46;2017; AQUISIÇÃO DE VEÍCULO AUTOMOTOR ZERO QUILÔMETRO, TIPO SUV, ANO DE FABRICAÇÃO/MODELO 2017/2018, PARA COMPOR A FROTA DA POLÍCIA CIVIL DE BALNEÁRIO GAIVOTA, para ser fornecido, conforme Especificações Técnicas; Pregão presencial; 08/11/2017 11:00; 26/10/2017; Compras e Serviços; MENOR PRECO POR ITEM; 08/11/2017; HOMOLOGADO; -; 25/10/2017; 08/11/2017; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;45;2017;45;2017; Esta Licitação tem por objeto a Execução de pavimentação em 1.320,00 metros quadrados de estacionamento com lajota em concreto, do Complexo Esportivo de Balneário Gaivota - SC, 2ª Etapa, conforme projetos, memoriais descritivos, planilhas orçamentárias de quantitativos, custos e cronogramas físicos e financeiros em anexo; Tomada de Preço; 13/11/2017 10:01; 26/10/2017; Obras e Serviços de Engenharia; MENOR PREÇO GLOBAL; 21/11/2017; HOMOLOGADO; -; 25/10/2017; 13/11/2017; -; Tomada de Preço; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;44;2017;44;2017; Esta Licitação tem por objeto a pavimentação com brita graduada das rodovias jorge floriano borges -Trecho 04, e Almiro Manoel de Souza, no município de Balneário Gaivota, conforme projetos, memoriais descritivos, planilhas orçamentárias de quantitativos, custos e cronogramas físicos e financeiros em anexo.; Tomada de Preço; 31/10/2017 10:00; 11/10/2017; Obras e Serviços de Engenharia; MENOR PREÇO GLOBAL; 10/11/2017; HOMOLOGADO; -; 10/10/2017; 31/10/2017; -; Tomada de Preço; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;43;2017;43;2017; Contratação especializada de serviços de engenharia de sondagem à percussão em terrenos públicos, ruas, avenidas e rodovias múnicipais, conforme Especificações Técnicas anexo ao edital.; Convite; 16/10/2017 12:01; 05/10/2017; Obras e Serviços de Engenharia; MENOR PREÇO GLOBAL; 19/10/2017; HOMOLOGADO; -; 05/10/2017; 16/10/2017; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;42;2017;42;2017; O presente processo visa à contratação de empresa do ramo pertinente para eventual e futura contratação da prestação de serviços de borracharia para uso pela as Secretarias do poder executivo municipal, durante o ultimo trimestre do exercício de 2017.; Convite; 06/10/2017 11:01; 29/09/2017; Contratação de serviços; MENOR PRECO POR ITEM; 11/10/2017; HOMOLOGADO; -; 29/09/2017; 06/10/2017; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;41;2017;41;2017; PREGÃO PRESENCIAL, do tipo menor preço por item, objetivando a aquisição de pneus novos de 1ª linha, nas condições fixadas no Edital.; Pregão presencial; 16/10/2017 11:00; 28/09/2017; Compras e Serviços; MENOR PRECO POR ITEM; 16/10/2017; HOMOLOGADO; -; 28/09/2017; 16/10/2017; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;40;2017;40;2017; O presente PREGÃO PRESENCIAL tem como objeto a AQUISIÇÃO DE ADUBOS PARA CORREÇÃO DE SOLO. para serem fornecidos de forma parcelada, conforme Especificações Técnicas.; Pregão presencial; 21/09/2017 10:01; 06/09/2017; Compras e Serviços; MENOR PRECO POR ITEM; 21/09/2017; HOMOLOGADO; -; 06/09/2017; 21/09/2017; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;39;2017;39;2017; O presente PREGÃO PRESENCIAL tem como objeto a contratação de empresa do ramo pertinente para o fornecimento de materiais elétricos, destinados a manutenção da rede de iluminação pública do município, conforme especificações e quantitativos apresentados no anexo I, que integra este edital.; Pregão presencial; 13/09/2017 11:00; 29/08/2017; Compras e Serviços; MENOR PRECO POR ITEM; 13/09/2017; HOMOLOGADO; -; 29/08/2017; 13/09/2017; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;38;2017;38;2017; O presente PREGÃO PRESENCIAL tem como objeto a aquisição parcelada de cestas básicas para o cumprimento da lei municipal n° 947 de 12/07/2017, conforme descrito e especificado no ANEXO I - Termo de Referência.; Pregão presencial; 13/09/2017 09:00; 29/08/2017; Compras e Serviços; MENOR PRECO POR ITEM; 13/09/2017; HOMOLOGADO; -; 29/08/2017; 13/09/2017; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;37;2017;37;2017; Aquisição de cargas de gás de cozinha - GLP em botijão de 13kg e água mineral em galão de 20 litros, com fornecimento contínuo e fracionado, conforme demanda, diretamente nas escolas municipais, nas creches, nas unidades de saúde e na prefeitura municipal.; Pregão presencial; 28/08/2017 10:01; 14/08/2017; Compras e Serviços; MENOR PRECO POR ITEM; 28/08/2017; HOMOLOGADO; -; 14/08/2017; 28/08/2017; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;36;2017;36;2017; O presente PREGÃO PRESENCIAL tem como objeto a AQUISIÇÃO DE ADUBOS PARA CORREÇÃO DE SOLO. para serem fornecidos de forma parcelada, conforme Especificações Técnicas.; Pregão presencial; 04/08/2017 10:01; -; Compras e Serviços; MENOR PRECO POR ITEM; -; REVOGADO; -; 24/07/2017; 04/08/2017; 04/08/2017; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;35;2017;35;2017; Aquisição de gêneros alimentícios da agricultura familiar e empreendedor familiar rural para atender os alunos matriculados nas escolas de Educação Infantil e Fundamental da Rede Municipal de Ensino, para o segundo semestre de 2017.; Dispensa de licitação; -; -; Compras e Serviços; MENOR PRECO POR ITEM; 11/07/2017; HOMOLOGADO; -; 11/07/2017;  - ; -; Dispensa de licitação; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;34;2017;34;2017; A presente Dispensa tem por objeto a prestação de serviços na função de Facilitadora de Oficina de Dança e Movimento com idosos, incluindo caminhadas e ginástica, em atendimento as atividades de convivência e fortalecimento de vínculos no âmbito do Fundo Municipal da Assistência Social do município de Balneário Gaivota.; Dispensa de licitação; -; -; Contratação de serviços; MENOR PRECO POR ITEM; 13/06/2017; HOMOLOGADO; -; 13/06/2017;  - ; -; Dispensa de licitação; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;33;2017;33;2017; O presente PREGÃO PRESENCIAL tem como objeto a AQUISIÇÃO DE CALCÁRIO E ADUBOS PARA CORREÇÃO DE SOLO. para serem fornecidos de forma parcelada, conforme Especificações Técnicas.; Pregão presencial; 22/06/2017 10:01; 07/06/2017; Compras e Serviços; MENOR PRECO POR ITEM; 22/06/2017; HOMOLOGADO; -; 07/06/2017; 22/06/2017; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;32;2017;32;2017; O presente PREGÃO PRESENCIAL tem como objeto a Aquisição de móveis, eletrodomésticos e equipamentos de informática, para contemplar a creche modelo estabelecida no município para serem fornecidos, conforme Especificações Técnicas.; Pregão presencial; 20/06/2017 10:01; 05/06/2017; Compras e Serviços; MENOR PRECO POR ITEM; 20/06/2017; HOMOLOGADO; -; 05/06/2017; 20/06/2017; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;31;2017;31;2017; O presente processo visa à Aquisição parcelada de peças e serviços de mão-de-obra para a manutenção dos veículos de placas: MDB-6162, LYS-1618 e MCC-4850, da Secretaria de Obras e serviços urbanos, atendendo as necessidades da mesma durante o exercício de 2017, em conformidade com as especificações e quantitativos prescritos no Anexo I - Termo de Referencia.; Convite; 31/05/2017 08:01; 25/05/2017; Compras e Serviços; MENOR PREÇO; 05/06/2017; HOMOLOGADO; -; 25/05/2017; 31/05/2017; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;30;2017;30;2017; O presente processo visa à contratação de empresa para prestação de serviços de Assessoria Jurídica especializada ou com experiência comprovada em ações trabalhistas  e em tramitação perante o Tribunal Regional do trabalho da 12ª Região e Tribunal de Justiça do estado de Santa Catarina bem como acompanhamento de procedimentos perante o ministério público do trabalho, durante o exercício de 2017.; Convite; 26/05/2017 11:01; 19/05/2017; Compras e Serviços; MENOR PRECO POR ITEM; 31/05/2017; HOMOLOGADO; -; 19/05/2017; 26/05/2017; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;29;2017;29;2017; AQUISIÇÃO DE VIATURA ZERO KM, ANO/MODELO 2017, TIPO SUV, COM TODOS OS EQUIPAMENTOS ESSENCIAIS, no atendimento a Polícia Militar de Balneário Gaivota, obedecendo integralmente as condições previstas neste edital.; Pregão presencial; 23/05/2017 10:01; 11/05/2017; Compras e Serviços; MENOR PRECO POR ITEM; 23/05/2017; HOMOLOGADO; -; 10/05/2017; 23/05/2017; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;28;2017;28;2017; O presente processo visa a proposta mais vantajosa a fim de contratar empresa do ramo pertinente para a prestação de serviços de arbitragem de futebol de campo, federada à Federação Catarinense de futebol, atendendo a secretaria municipal de turismo, cultura e esporte, ao campeonato municipal de futebol de campo amador 2017, conforme especificações descritas no Anexo I deste Edital.; Pregão presencial; 17/05/2017 10:01; 08/05/2017; Contratação de serviços; MENOR PRECO POR ITEM; 17/05/2017; HOMOLOGADO; -; 08/05/2017; 17/05/2017; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;27;2017;27;2017; Esse processo tem por objeto a escolha da proposta mais vantajosa para a contratação de empresa especializada de serviços de engenharia para a execução de drenagem na Avenida Santa Catarina e Recuperação Alsfáltica em Perímetro Urbano de Balneário Gaivota, conforme projetos, memoriais descritivos, planilhas orçamentárias de quantitativos, custos e cronogramas físicos e financeiros anexo a este Edital.; Convite; 05/05/2017 09:01; 27/04/2017; Obras e Serviços de Engenharia; MENOR PRECO POR ITEM; 10/05/2017; HOMOLOGADO; -; 27/04/2017; 05/05/2017; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;26;2017;26;2017; Esse processo tem como objetivo selecionar a melhor proposta com fornecimento para as eventuais recuperações de meio fio, bocas de lobo, lajotas sextavadas e piso hidráulico, auxiliando a manutenção das vias municipais, visando atender as necessidades da secretaria de obras e serviços urbanos, conforme especificações e quantidades descritas no Anexo I deste Edital.; Convite; 04/05/2017 11:01; 26/04/2017; Contratação de serviços; MENOR PRECO POR ITEM; 10/05/2017; HOMOLOGADO; -; 26/04/2017; 04/05/2017; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;25;2017;25;2017; O presente processo visa a proposta mais vantajosa para a aquisição de premiações para o campeonato municipal de futebol amador 2017 e outros eventos, conforme especificações constantes do Anexo I que integra este edital.; Convite; 04/05/2017 08:31; 25/04/2017; Compras e Serviços; MENOR PRECO POR ITEM; 10/05/2017; HOMOLOGADO; -; 25/04/2017; 04/05/2017; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;24;2017;24;2017; Esse processo tem por objeto a escolha da proposta mais vantajosa para a contratação de empresa especializada de serviços de engenharia para a execução de drenagem e reestruturação urbana com serviços complementares na Avenida Beira Mar em Balneário Gaivota, conforme projetos, memoriais descritivos, planilhas orçamentárias de quantitativos, custos e cronogramas físicos e financeiros anexo a este Edital.; Convite; 02/05/2017 11:01; 24/04/2017; Obras e Serviços de Engenharia; MENOR PRECO POR ITEM; 10/05/2017; HOMOLOGADO; -; 24/04/2017; 02/05/2017; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;23;2017;23;2017; Esse processo tem como objeto eventual fornecimento de areia para aterro, para uso em manutenção das vias municipais, visando atender as necessidades da Secretaria de Obras e Serviços Urbanos, conforme especificações e quantidades descritas no Anexo I deste Edital; Convite; 02/05/2017 09:01; -; Compras e Serviços; MENOR PRECO POR ITEM; -; AGUARDANDO; -; 24/04/2017; 02/05/2017; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;22;2017;22;2017; Este processo tem por objetivo a eventual aquisição de materiais e equipamentos de informática, destinados ao atendimento da Secretaria de Administração e Finanças, Secretaria de Educação e demais secretarias, durante o exercício de 2017, nas condições fixadas no Edital..; Pregão presencial; 09/05/2017 10:01; 25/04/2017; Compras e Serviços; MENOR PRECO POR ITEM; 09/05/2017; HOMOLOGADO; -; 24/04/2017; 09/05/2017; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;21;2017;21;2017; AQUISIÇÃO DE 01 (UM) VEÍCULO ZERO KM, TIPO SUV e KIT DE ADAPTAÇÃO PARA VEÍCULO SUV no atendimento a Polícia Militar de Balneário Gaivota, para serem fornecidos, conforme Especificações Técnicas.; Pregão presencial; 03/05/2017 10:01; -; Compras e Serviços; MENOR PRECO POR ITEM; -; REVOGADO; -; 17/04/2017; 03/05/2017; 27/04/2017; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;20;2017;20;2017; AQUISIÇÃO, IMPLANTAÇÃO DE SOLUÇAO E GERENCIA DE SISTEMA DE TELEFONIA DIGITAL IP (IP PABX) BASEADO EM SERVIDOR IP, CONTENDO SOFTWARE PARA GERENCIAMENTO DA PLATAFORMA IP, COMUNICAÇÃO E GATWAYS DE VOZ SOBRE IP PARA COMPOR A SOLUÇAO, MELHORA,VIABILIZAÇÃO DE INTEGRAÇÃO DO SISTEMA DE TELEFONIA DE ÓRGÃOS E ENTIDADES DA ADMINISTRAÇÃO PÚBLICA, COMPREENDENDO FORNECIMENTO, INSTALAÇÃO, MANUTENÇÃO PERIODICA, TRANSFERENCIA DE TECNOLOGIA, SOLUÇAO EFICAZ E GARANTIA DE FUNCIONAMENTO E EQUIPAMENTOS EM COMODATO PA; Pregão presencial; 02/05/2017 10:01; 18/04/2017; Contratação de serviços; MENOR PRECO POR ITEM; 02/05/2017; HOMOLOGADO; -; 17/04/2017; 02/05/2017; -; Pregão presencial; -; -
 FUNDO MUNICIPAL SAÚDE BALNEÁRIO GAIVOTA;20;2017;20;2017; Locação de um imóvel situado na Rua Borges de Medeiros, nº 275,  Bairro Praia Gaivota, Balneário Gaivota - SC, que servirá para o funcionamento da terceira equipe Estratégia da Saúde da Família - ESF, no exercício de 2018.; Dispensa de licitação; -; 13/12/2017; Compras e Serviços; MENOR PREÇO; 06/12/2017; HOMOLOGADO; -; 06/12/2017;  - ; -; Dispensa de licitação; -; -
 FUNDO MUNICIPAL SAÚDE BALNEÁRIO GAIVOTA;19;2017;19;2017; Prestação de serviços de capacitação profissional na atenção básica, com 20 horas, incluindo Certificado e todo material didático.; Dispensa de licitação; -; 06/11/2017; Contratação de serviços; MENOR PREÇO; 06/11/2017; HOMOLOGADO; -; 06/11/2017;  - ; -; Dispensa de licitação; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;19;2017;19;2017; O presente Processo visa a contratação de empresa para recarga e fornecimento parcelados de cartuchos e toners originais, compativeis e remanufaturados, para manutenção da secretaria de administração e finanças e demais secretarias deste município, durante o exercício de 2017, obedecendo integralmente os termos da minuta contratual e planilha com especificações e quantidades do produto em anexo.; Convite; 04/04/2017 08:01; 28/03/2017; Compras e Serviços; MENOR PRECO POR ITEM; 07/04/2017; HOMOLOGADO; -; 28/03/2017; 04/04/2017; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;18;2017;18;2017; O presente Processo visa a contratação de empresa para o fornecimento parcelado de Óleos Lubrificantes, Fluído para freios e graxa, para a manutenção da frota deste município, durante o exercício de 2017, obedecendo integralmente os termos da minuta contratual e planilha com especificações e quantidades do produto em anexo.; Convite; 31/03/2017 12:31; 24/03/2017; Compras e Serviços; MENOR PRECO POR ITEM; 05/04/2017; HOMOLOGADO; -; 24/03/2017; 31/03/2017; -; Licitação; -; -
 FUNDO MUNICIPAL SAÚDE BALNEÁRIO GAIVOTA;18;2017;18;2017; Execução de Reforma do Posto de Saúde em Alvenaria do Bairro Lagoa de Fora, no município de Balneário Gaivota.; Tomada de Preço; 17/11/2017 10:00; 30/10/2017; Obras e Serviços de Engenharia; MENOR PREÇO; 20/11/2017; HOMOLOGADO; -; 27/10/2017; 17/11/2017; -; Tomada de Preço; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;17;2017;17;2017; Aquisição de pneus novos de 1.ª linha e câmaras de ar novas, que atendam as Normas da ABNT NBR5531, NBR6087 e NBR 6088 e detenham Certificado de Qualidade do INMETRO para veículos oficiais desta municipalidade, conforme especificações técnicas individuais constantes em anexo.; Pregão presencial; 06/04/2017 10:01; 27/03/2017; Compras e Serviços; MENOR PRECO POR ITEM; 06/04/2017; HOMOLOGADO; -; 24/03/2017; 06/04/2017; -; Pregão presencial; -; -
 FUNDO MUNICIPAL SAÚDE BALNEÁRIO GAIVOTA;17;2017;17;2017; O presente PREGÃO PRESENCIAL tem como objeto a AQUISIÇÃO DE MATERIAIS HOSPITALARES PARA AS UNIDADES DE SAÚDE MUNICIPAIS para serem fornecidos, conforme Especificações Técnicas.; Pregão presencial; 25/10/2017 10:01; 10/10/2017; Compras e Serviços; MENOR PRECO POR ITEM; 25/10/2017; HOMOLOGADO; -; 10/10/2017; 25/10/2017; -; Pregão presencial; -; -
 FUNDO MUNICIPAL SAÚDE BALNEÁRIO GAIVOTA;16;2017;16;2017; Aquisição de medicamentos para atender as necessidades das unidades de saúde do município, conforme relação em anexo; Dispensa de licitação; -; 06/09/2017; Compras e Serviços; MENOR PREÇO; 06/09/2017; HOMOLOGADO; -; 06/09/2017;  - ; -; Dispensa de licitação; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;16;2017;16;2017; O presente processo tem por objetivo a contratação de pessoa física ou  Jurídica para o eventual fornecimento de varas de eucalipto in natura, totalizando 3.500 metros lineares, para auxilio na drenagem pluvial de ruas atendendo as necessidades da Secretaria de obras e serviços urbanos, conforme Planilha com especificações e quantidades do produto em anexo.; Convite; 30/03/2017 12:31; 23/03/2017; Compras e Serviços; MENOR PRECO POR ITEM; 04/04/2017; HOMOLOGADO; -; 23/03/2017; 30/03/2017; -; Convite; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;15;2017;15;2017; O presente processo visa à contratação de empresa do ramo pertinente para o fornecimento de Janelas de alumínio com tela e Portas de alumínio com tela, para atender as necessidades da secretaria municipal de educação, em conformidade com as especificações prescritas no Anexo I - Termo de Referencia, que passa a fazer parte integra deste edital.; Convite; 30/03/2017 12:01; 23/03/2017; Compras e Serviços; MENOR PRECO POR ITEM; 04/04/2017; HOMOLOGADO; -; 23/03/2017; 30/03/2017; -; Convite; -; -
 FUNDO MUNICIPAL SAÚDE BALNEÁRIO GAIVOTA;15;2017;15;2017; O presente edital tem por objetivo selecionar a melhor proposta para a  AQUISIÇÃO DE VEÍCULO AUTOMOTOR ZERO QUILÔMETRO, COM CAPACIDADE MÍNIMA DE SETE LUGARES, ANO DE FABRICAÇÃO 2017, PARA COMPOR A FROTA DA SECRETARIA DE SAÚDE DE BALNEÁRIO GAIVOTA, através de empresa do ramo pertinente, obedecendo integralmente às condições, quantidades e exigências estabelecidas neste Edital e seus anexos; Pregão presencial; 20/09/2017 11:00; 04/09/2017; Compras e Serviços; MENOR PREÇO; 20/09/2017; HOMOLOGADO; -; 04/09/2017; 20/09/2017; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;14;2017;14;2017; Contratação de empresa do ramo pertinente para Fornecimento parcelado de materiais de construção diversos para atender as necessidade da Secretaria de Obras e Serviços Urbanos e demais secretarias municipais durante o ano de 2017, obedecendo integralmente os termos da minuta contratual e Planilha com especificações e quantidades do produto em anexo; Convite; 21/03/2017 12:01; 14/03/2017; Compras e Serviços; MENOR PRECO POR ITEM; 24/03/2017; HOMOLOGADO; -; 14/03/2017; 21/03/2017; -; Convite; -; -
 FUNDO MUNICIPAL SAÚDE BALNEÁRIO GAIVOTA;14;2017;14;2017; Contratação da Prestação de serviços médicos diversos como ultra-sonografias, consultas médicas, raio-x, tomografias computadorizadas e demais serviços médicos complementares.; Dispensa de licitação; -; 05/09/2017; Contratação de serviços; MENOR PREÇO; 30/08/2017; HOMOLOGADO; -; 30/08/2017;  - ; -; Dispensa de licitação; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;13;2017;13;2017; Contratação de empresa do ramo pertinente, para a aquisição de peças e serviços de mão-de-obra para a Retroescavadeira Caterpillar 416e,  para atender as necessidades da Secretaria de Obras e Serviços Urbanos, em conformidade com as especificações e quantitativos prescritos no Anexo I - Termo de Referencia.; Convite; 21/03/2017 10:01; 14/03/2017; Compras e Serviços; MENOR PRECO POR ITEM; 24/03/2017; HOMOLOGADO; -; 14/03/2017; 21/03/2017; -; Convite; -; -
 FUNDO MUNICIPAL SAÚDE BALNEÁRIO GAIVOTA;13;2017;13;2017; O presente PREGÃO PRESENCIAL tem como objeto a prestação de serviços de transporte rodoviário interestadual de passageiros, a ser executado em regime de empreitada por preço unitário com veiculo do tipo van, conforme Especificações Técnicas.; Pregão presencial; 04/09/2017 10:01; 22/08/2017; Contratação de serviços; MENOR PRECO POR ITEM; 04/09/2017; HOMOLOGADO; -; 22/08/2017; 04/09/2017; -; Pregão presencial; -; -
 FUNDO MUNICIPAL SAÚDE BALNEÁRIO GAIVOTA;12;2017;12;2017; Aquisição de medicamentos para atender as necessidades das unidades de saúde do município, durante o segundo semestre de 2017, conforme relação em anexo.; Dispensa de licitação; -; 30/06/2017; Compras e Serviços; MENOR PREÇO; 30/06/2017; HOMOLOGADO; -; 30/06/2017;  - ; -; Dispensa de licitação; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;12;2017;12;2017; Contratação de empresa do ramo pertinente objetivando o serviço de transporte de alunos da Rede Estadual e Municipal de Ensino, em linha especial durante o exercício de 2017; Pregão presencial; 27/03/2017 10:01; 15/03/2017; Contratação de serviços; MENOR PRECO POR ITEM; 27/03/2017; HOMOLOGADO; -; 14/03/2017; 27/03/2017; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;11;2017;11;2017; Aquisição de pneus novos de 1.ª linha, câmaras de ar e protetores/colarinhos novos, que atendam as Normas da ABNT NBR5531, NBR6087 e NBR 6088 e detenham Certificado de Qualidade do INMETRO para veículos oficiais desta municipalidade, com no máximo 6 (seis) meses de fabricação à data do fornecimento, conforme especificações técnicas individuais constantes em anexo.; Pregão presencial; 16/03/2017 10:01; 06/03/2017; Compras e Serviços; MENOR PRECO POR ITEM; 16/03/2017; HOMOLOGADO; -; 03/03/2017; 16/03/2017; -; Pregão presencial; -; -
 FUNDO MUNICIPAL SAÚDE BALNEÁRIO GAIVOTA;11;2017;11;2017; Prestação de serviços de Diagnóstico em Laboratório Clínico no atendimento aos serviços de saúde ofertados pela Rede Municipal de Saúde, usando como referência os procedimentos e valores do Grupo 2, Subgrupo 2 da Tabela Unificada de Procedimentos SUS do Ministério da Saúde, conforme credenciamento na Chamada Pública nº 02/2017.; Inexigibilidade de licitação; -; 13/06/2017; Contratação de serviços; MENOR PREÇO; 13/06/2017; HOMOLOGADO; -; 13/06/2017;  - ; -; Inexigibilidade de licitação; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;10;2017;10;2017; Contratação de empresa do ramo pertinente para o fornecimentos de placas de sinalização, placas em chapa de aço e pinturas de vias urbanas, de acordo com a LEI Nº 9.503, DE 23 DE SETEMBRO DE 1997, código de transito brasileiro, tal solicitação se faz necessário para atender a demanda da Secretaria Municipal de Obras e Serviços Urbanos, em conformidade com as especificações prescritas no Anexo I - Termo de Referencia, que passa a fazer parte integra deste edital.; Convite; 01/03/2017 10:01; 20/02/2017; Compras e Serviços; MENOR PRECO POR ITEM; 06/03/2017; HOMOLOGADO; -; 20/02/2017; 01/03/2017; -; Convite; -; -
 FUNDO MUNICIPAL SAÚDE BALNEÁRIO GAIVOTA;10;2017;10;2017; AQUISIÇÃO DE VEÍCULO AUTOMOTOR ZERO QUILÔMETRO, COM CAPACIDADE MÍNIMA DE SETE LUGARES, ANO DE FABRICAÇÃO 2017, PARA COMPOR A FROTA DA SECRETARIA DE SAÚDE DE BALNEÁRIO GAIVOTA; Pregão presencial; 21/06/2017 11:01; 06/06/2017; Compras e Serviços; MENOR PREÇO; 21/06/2017; HOMOLOGADO; -; 06/06/2017; 21/06/2017; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;9;2017;9;2017; Aquisição de gêneros alimentícios da agricultura familiar e empreendedor familiar rural para atender os alunos matriculados nas escolas de Educação Infantil e Fundamental da Rede Municipal de Ensino, para o primeiro semestre de 2017.; Dispensa de licitação; -; 20/02/2017; Compras e Serviços; MENOR PRECO POR ITEM; 20/02/2017; HOMOLOGADO; -; 20/02/2017;  - ; -; Dispensa de licitação; -; -
 FUNDO MUNICIPAL SAÚDE BALNEÁRIO GAIVOTA;9;2017;9;2017; PREGÃO PRESENCIAL, do tipo menor preço por item, objetivando selecionar a melhor proposta para AQUISIÇÃO DE COMPUTADORES E EQUIPAMENTOS DE INFORMÁTICA PARA AS UNIDADES DE SAÚDE MUNICIPAIS, através de empresa do ramo pertinente, obedecendo integralmente às condições, quantidades e exigências estabelecidas neste Edital e seus anexos; Pregão presencial; 16/06/2017 10:00; 30/05/2017; Compras e Serviços; MENOR PREÇO; 16/06/2017; HOMOLOGADO; -; 30/05/2017; 16/06/2017; -; Pregão presencial; -; -
 PREFEITURA MUNICIPAL BALNEÁRIO GAIVOTA;8;2017;8;2017; Contratação de empresa do ramo pertinente para a prestação de serviço de transporte de alunos da Rede Estadual e Municipal de Ensino, durante o exercício de 2017. Por Quilômetro rodado, conforme Especificações Técnicas.; Pregão presencial; 08/03/2017 10:00; 21/02/2017; Contratação de serviços; MENOR PRECO POR ITEM; 08/03/2017; HOMOLOGADO; -; 20/02/2017; 08/03/2017; -; Pregão presencial; -; -
 FUNDO MUNICIPAL SAÚDE BALNEÁRIO GAIVOTA;8;2017;8;2017; A presente licitação tem por objeto a aquisição de equipamentos e materiais permanentes para as Unidades Básicas de Saúde deste município, conforme especificações constantes do anexo I que integra este edital.; Pregão presencial; 21/06/2017 09:00; 30/05/2017; Compras e Serviços; MENOR PRECO POR ITEM; 21/06/2017; HOMOLOGADO; -; 30/05/2017; 21/06/2017; -; Pregão presencial; -; -
